postId,a1,a2,b1,b2,c1,c2,processed,found,missed
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
6496,12,13,8,5,6,4,132,48,84
6499,10,10,7,3,1,0,126,31,95
6518,12,9,8,6,4,2,120,41,79
6519,7,7,4,4,3,3,90,28,62
6527,67,75,51,48,34,21,846,296,550
6529,7,8,6,7,3,1,90,32,58
6530,204,145,108,73,47,22,2244,599,1645
6532,18,12,10,9,5,2,162,56,106
6533,6,7,5,6,1,1,72,26,46
6534,4,2,3,0,0,1,42,10,32
6535,301,255,184,159,94,46,3552,1039,2513
6538,6,5,6,4,2,1,90,24,66
6544,140,140,126,88,57,29,2364,580,1784
6563,30,25,18,14,14,10,396,111,285
6565,5,6,6,1,2,2,90,22,68
8417,141,132,107,80,59,23,1932,542,1390
0,0,0,0,0,0,0,0,0,0
6611,182,170,141,122,95,25,2616,735,1881
6617,5,4,7,7,6,3,96,32,64
6619,85,57,42,37,20,8,1080,249,831
6636,262,233,161,127,72,54,3108,909,2199
6647,10,9,6,5,3,0,132,33,99
6650,214,220,176,127,92,37,2988,866,2122
6648,12,10,6,3,2,3,108,36,72
6652,4,2,1,2,1,1,72,11,61
6653,11,11,5,5,7,0,126,39,87
6654,11,16,13,9,6,3,150,58,92
6655,6,7,7,7,7,1,108,35,73
0,0,0,0,0,0,0,0,0,0
6678,147,126,101,96,36,45,1656,551,1105
6680,190,187,130,80,68,43,2598,698,1900
6693,108,87,65,50,25,19,1284,354,930
6696,4,3,3,3,0,3,66,16,50
6697,0,0,1,0,0,0,12,1,11
6698,5,3,3,1,1,0,78,13,65
6702,13,13,11,10,4,5,132,56,76
6706,15,12,9,7,2,4,144,49,95
6707,8,6,3,4,0,2,102,23,79
6712,10,7,8,6,3,1,144,35,109
6714,14,6,4,5,2,1,114,32,82
6716,6,7,7,6,1,0,96,27,69
6717,6,10,5,1,3,1,90,26,64
6718,294,285,214,180,115,65,3906,1153,2753
6720,7,6,6,2,1,1,84,23,61
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
6799,181,162,124,95,50,20,2304,632,1672
6802,52,53,44,26,17,12,828,204,624
6804,239,202,169,132,93,35,2712,870,1842
6808,173,135,78,56,41,35,2106,518,1588
6844,0,0,0,0,0,0,0,0,0
6846,4,2,3,1,0,1,54,11,43
6847,19,16,15,7,2,3,162,62,100
6858,0,0,0,0,0,0,24,0,24
6892,88,67,61,43,30,13,1068,302,766
6915,0,0,0,0,0,0,48,0,48
8442,206,157,108,78,43,33,2298,625,1673
6917,327,263,199,141,86,44,4044,1060,2984
6920,11,9,8,5,3,2,108,38,70
6923,4,4,4,2,0,1,60,15,45
6959,94,71,51,45,17,16,1176,294,882
6962,235,187,127,87,65,62,2514,763,1751
6964,13,9,5,3,5,5,108,40,68
6965,11,8,5,2,5,2,120,33,87
6966,0,0,0,0,0,0,30,0,30
6968,5,4,3,5,2,0,78,19,59
6970,1541,1319,1031,712,461,244,17970,5308,12662
6972,9,8,8,4,3,2,102,34,68
6973,9,9,7,3,2,1,138,31,107
6977,12,14,13,8,5,1,132,53,79
6979,8,8,9,3,1,1,90,30,60
6982,5,4,3,0,0,0,78,12,66
6983,4,4,6,2,1,1,90,18,72
6999,209,164,116,89,45,31,2934,654,2280
7015,116,105,99,63,74,37,1686,494,1192
7029,220,199,165,124,89,17,3330,814,2516
7031,5,5,4,1,1,0,60,16,44
7047,221,194,131,85,38,34,2328,703,1625
7049,13,10,9,6,2,2,120,42,78
7051,485,383,281,211,126,88,5856,1574,4282
7053,10,10,6,8,4,1,108,39,69
7057,7,7,6,4,0,1,66,25,41
7083,596,559,416,299,216,96,6540,2182,4358
7085,7,9,4,5,1,2,90,28,62
7086,3,2,2,2,0,0,48,9,39
7087,17,18,14,9,7,2,168,67,101
7089,256,213,137,90,58,36,2976,790,2186
7122,12,15,6,4,4,2,114,43,71
7125,14,11,5,2,2,0,144,34,110
7136,72,70,56,41,21,8,1002,268,734
7141,14,11,10,3,1,0,162,39,123
7142,12,11,5,7,2,3,126,40,86
7145,15,7,5,1,0,3,144,31,113
7146,12,12,5,1,2,3,102,35,67
7181,3,5,4,3,0,1,66,16,50
7189,367,336,235,172,110,69,4416,1289,3127
7192,11,12,7,5,2,3,138,40,98
7197,4,6,3,4,0,2,60,19,41
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
7241,8,6,4,2,1,2,72,23,49
7242,235,211,164,107,73,51,2826,841,1985
7249,0,0,0,0,0,0,48,0,48
7251,44,36,27,17,9,10,504,143,361
7253,6,6,6,6,4,0,96,28,68
7271,672,556,456,303,173,128,8268,2288,5980
7273,14,12,10,6,5,0,132,47,85
7274,16,14,10,7,4,0,168,51,117
7275,6,8,5,4,5,5,96,33,63
7276,185,170,131,89,51,59,2076,685,1391
7278,425,404,348,265,189,68,6408,1699,4709
7280,10,8,6,3,4,1,144,32,112
7281,7,12,8,4,5,3,126,39,87
7282,9,8,7,7,6,0,138,37,101
7283,172,155,104,74,51,16,2352,572,1780
7353,138,103,76,59,24,20,1512,420,1092
7371,183,156,125,91,65,36,2190,656,1534
7374,252,215,154,109,60,44,2934,834,2100
7376,11,9,5,4,4,1,84,34,50
7378,68,61,41,34,15,15,912,234,678
7380,656,585,449,353,214,91,8502,2348,6154
7385,9,10,7,7,4,0,114,37,77
7388,9,6,3,1,2,1,132,22,110
7389,13,8,7,5,3,4,150,40,110
7436,204,155,124,82,57,30,2454,652,1802
7439,3,3,4,1,1,0,60,12,48
7440,194,155,120,84,50,28,2394,631,1763
7442,9,6,7,6,1,1,108,30,78
7452,282,196,151,92,58,36,3084,815,2269
7456,5,7,6,5,2,2,90,27,63
7479,98,111,78,53,57,18,1194,415,779
7495,261,206,126,121,58,46,2856,818,2038
7497,6,6,3,3,1,0,96,19,77
7499,11,9,4,5,1,2,90,32,58
7500,13,12,6,5,2,3,132,41,91
7503,590,511,378,246,168,76,7194,1969,5225
7505,6,6,4,7,2,1,102,26,76
7507,6,8,5,5,2,1,102,27,75
7509,157,158,108,85,55,32,2046,595,1451
7514,8,8,7,3,4,3,138,33,105
7518,2,3,2,1,0,0,30,8,22
7520,111,108,95,64,46,15,1710,439,1271
7522,10,10,6,5,2,0,126,33,93
7567,9,10,9,7,8,1,132,44,88
7570,7,6,3,0,1,1,90,18,72
7573,281,249,183,117,94,41,4008,965,3043
7576,250,231,181,144,92,53,3210,951,2259
7581,129,99,58,47,30,29,1440,392,1048
7583,3,3,2,0,0,0,24,8,16
7584,152,124,98,72,45,21,1530,512,1018
7587,5,4,4,5,1,2,54,21,33
8411,67,65,45,43,30,11,882,261,621
7628,139,113,65,53,26,25,1938,421,1517
7633,195,144,122,86,56,21,2340,624,1716
7635,9,6,7,5,3,0,84,30,54
7636,317,310,238,179,130,44,4212,1218,2994
7638,3,2,2,1,1,1,30,10,20
7665,762,665,482,325,214,102,8634,2550,6084
7650,427,403,294,216,156,88,4884,1584,3300
7663,128,109,68,49,19,15,1236,388,848
7669,12,10,6,4,2,0,102,34,68
7670,14,10,9,7,2,1,144,43,101
7680,161,140,114,97,74,15,2154,601,1553
7701,274,265,196,138,100,42,3882,1015,2867
7704,7,5,5,2,4,1,108,24,84
7706,6,10,6,6,1,3,90,32,58
7707,149,103,66,62,16,35,1668,431,1237
7718,6,3,1,1,0,0,60,11,49
7733,8,8,4,4,5,1,102,30,72
7735,17,16,11,9,8,3,156,64,92
7736,9,10,7,5,3,2,114,36,78
7743,130,121,75,58,32,18,1548,434,1114
7745,7,7,4,5,3,0,102,26,76
7746,4,4,2,3,0,1,36,14,22
7747,14,17,9,8,5,3,138,56,82
7748,8,6,6,4,4,1,90,29,61
7752,8,5,3,1,1,0,54,18,36
7753,6,9,5,4,1,1,120,26,94
7754,6,9,5,4,1,1,120,26,94
7755,207,254,111,59,19,73,2352,723,1629
7855,82,78,56,48,33,18,1206,315,891
7857,41,32,21,13,8,4,450,119,331
7863,20,16,14,6,5,1,156,62,94
7868,109,98,86,59,36,26,1392,414,978
7872,7,5,3,4,2,1,90,22,68
7875,6,6,8,3,2,0,144,25,119
7876,10,6,4,5,2,2,84,29,55
7877,7,7,3,4,1,2,102,24,78
7879,232,188,133,98,42,49,2796,742,2054
7887,5,5,4,1,0,0,48,15,33
7888,10,8,6,4,2,2,138,32,106
7897,534,430,335,209,150,95,6276,1753,4523
7899,19,14,9,5,6,2,156,55,101
7901,15,11,8,3,3,0,156,40,116
7904,11,9,7,4,2,1,138,34,104
7908,259,207,143,85,54,35,3150,783,2367
7910,9,10,9,6,4,4,120,42,78
7913,258,240,194,151,115,34,3366,992,2374
7918,11,9,6,6,2,1,132,35,97
7934,306,276,272,171,109,57,4242,1191,3051
7936,12,7,6,4,1,1,120,31,89
7937,6,7,5,4,1,3,84,26,58
7941,224,177,113,90,41,47,2802,692,2110
7944,2,1,1,0,0,0,18,4,14
7950,3,2,2,0,0,0,30,7,23
7951,101,98,78,65,47,9,1170,398,772
7955,4,3,5,3,2,1,84,18,66
7956,10,9,7,6,4,4,90,40,50
7957,15,14,12,5,9,4,186,59,127
7972,118,97,79,61,28,37,1608,420,1188
7974,13,6,9,5,4,3,132,40,92
7976,12,10,7,6,3,0,126,38,88
7981,103,110,76,67,36,27,1590,419,1171
7984,275,260,193,132,104,54,3042,1018,2024
7990,5,5,6,3,4,2,72,25,47
15061,163,126,88,49,35,24,1998,485,1513
0,0,0,0,0,0,0,0,0,0
8100,206,192,134,92,64,46,2376,734,1642
8106,9,8,4,3,1,1,72,26,46
8107,386,363,285,226,146,83,5550,1489,4061
8110,8,5,7,2,0,0,138,22,116
8111,9,8,7,6,3,1,132,34,98
8115,9,11,8,5,4,2,144,39,105
8117,88,78,56,36,29,9,984,296,688
8119,320,284,254,193,142,39,4596,1232,3364
8121,11,7,3,4,2,2,120,29,91
8123,15,14,11,11,9,3,174,63,111
8124,3,3,3,1,0,1,36,11,25
8125,204,184,147,89,49,45,2628,718,1910
8127,6,5,4,3,3,0,78,21,57
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8162,418,349,257,156,105,56,4584,1341,3243
8166,14,10,11,6,2,3,144,46,98
8167,83,83,60,46,31,18,978,321,657
8170,229,219,156,122,87,47,3246,860,2386
8174,7,7,5,4,0,1,132,24,108
8175,8,8,6,4,3,1,120,30,90
8178,478,466,315,238,180,68,6252,1745,4507
8180,113,103,73,52,37,28,1062,406,656
8188,13,16,13,11,9,1,156,63,93
8190,10,6,4,2,4,4,66,30,36
8192,204,195,149,104,70,38,2820,760,2060
8196,10,10,11,6,3,3,132,43,89
8197,7,7,3,1,0,1,66,19,47
8206,382,298,193,135,62,44,4122,1114,3008
0,0,0,0,0,0,0,0,0,0
8254,377,316,235,128,92,59,4062,1207,2855
8256,10,11,6,3,3,2,102,35,67
8257,13,14,8,3,4,1,150,43,107
8258,239,204,144,103,55,48,2760,793,1967
8260,9,11,9,5,2,4,114,40,74
8263,13,11,8,8,4,4,150,48,102
8265,136,116,86,62,40,20,1974,460,1514
8267,5,5,3,2,1,0,48,16,32
14977,148,117,77,52,34,20,1842,448,1394
8284,136,144,100,79,40,33,1848,532,1316
8286,9,11,8,5,2,2,126,37,89
8289,9,11,7,7,5,0,132,39,93
8290,4,4,2,3,0,2,30,15,15
8291,144,90,87,49,28,17,1680,415,1265
8293,251,222,164,111,64,47,2628,859,1769
8295,14,12,5,4,0,4,138,39,99
8299,306,265,161,125,61,72,3600,990,2610
8304,4,3,2,1,0,1,36,11,25
8306,7,7,5,2,2,1,72,24,48
8307,95,87,79,58,38,27,1542,384,1158
8329,166,124,78,58,39,27,1746,492,1254
8332,291,237,172,115,52,47,3456,914,2542
8338,7,1,2,2,1,0,84,13,71
8341,12,10,3,3,3,1,84,32,52
8344,9,8,2,4,1,3,90,27,63
8345,250,218,159,123,76,37,2496,863,1633
8347,15,9,7,8,4,0,114,43,71
8349,389,306,246,165,110,58,4758,1274,3484
8355,9,10,5,4,1,1,132,30,102
8358,7,9,6,5,3,1,90,31,59
8359,13,12,10,7,6,1,150,49,101
8361,6,6,4,3,1,0,72,20,52
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8404,8,8,6,5,3,2,78,32,46
8406,11,10,5,2,0,0,108,28,80
8408,12,9,5,5,4,1,132,36,96
8409,13,11,6,3,4,3,126,40,86
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8434,120,107,97,68,44,23,1542,459,1083
8436,11,5,6,3,1,1,126,27,99
8437,10,7,3,3,1,1,102,25,77
8438,233,185,138,117,71,39,2790,783,2007
8440,4,6,4,5,3,4,84,26,58
8444,6,3,3,2,1,1,78,16,62
8445,6,3,3,2,1,1,78,16,62
8446,5,3,2,1,0,1,72,12,60
8448,1,1,2,1,0,1,42,6,36
8449,9,5,3,1,1,2,90,21,69
8450,5,4,3,2,3,2,60,19,41
8458,288,238,167,121,60,60,3264,934,2330
8460,11,6,6,2,1,2,102,28,74
8461,7,6,2,3,1,1,72,20,52
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8475,3,4,4,4,1,2,54,18,36
8476,9,6,2,1,2,3,78,23,55
8477,6,5,3,3,1,0,60,18,42
8481,5,4,2,1,1,0,48,13,35
8484,15,13,8,7,8,5,174,56,118
8485,12,12,8,4,3,3,126,42,84
8486,7,4,3,3,4,0,78,21,57
8490,7,6,5,3,4,1,90,26,64
8494,282,267,221,179,112,71,4200,1132,3068
8498,6,5,6,5,5,3,84,30,54
8499,10,9,8,4,5,2,138,38,100
8500,326,258,194,120,82,43,3816,1023,2793
8502,359,259,162,120,62,47,4188,1009,3179
8515,14,9,8,4,0,1,132,36,96
8528,252,234,211,147,123,26,3264,993,2271
8531,3,3,2,2,1,0,48,11,37
8532,8,10,8,8,7,3,132,44,88
8533,214,178,117,77,46,34,2580,666,1914
8535,7,5,4,4,2,1,72,23,49
8536,4,6,3,0,0,1,84,14,70
8539,275,231,161,109,60,45,2886,881,2005
8541,4,3,5,2,2,0,90,16,74
8542,9,6,4,3,1,1,72,24,48
8544,6,5,3,0,1,0,72,15,57
8552,8,5,3,2,2,0,90,20,70
8554,131,99,71,45,33,20,1992,399,1593
8556,3,4,2,2,2,1,60,14,46
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8570,235,181,160,87,63,8,2682,734,1948
8576,196,153,85,60,33,34,2316,561,1755
8578,101,91,85,47,37,18,1440,379,1061
8584,290,250,180,149,79,60,3654,1008,2646
8590,8,7,8,2,0,2,84,27,57
8591,6,3,1,2,1,2,36,15,21
8596,10,8,8,5,6,2,144,39,105
8599,139,132,101,92,66,26,2226,556,1670
8646,182,118,87,56,27,24,2088,494,1594
8650,6,4,2,1,2,1,84,16,68
8653,251,233,130,112,54,56,2802,836,1966
8656,8,6,2,3,1,0,72,20,52
8657,11,11,5,4,2,2,114,35,79
8658,88,71,41,26,27,8,984,261,723
8662,189,164,148,97,49,29,2340,676,1664
8669,2,3,3,2,0,1,66,11,55
8671,1,1,2,0,0,0,36,4,32
8672,4,5,3,3,0,1,66,16,50
8674,2,1,2,1,0,0,30,6,24
9074,196,154,113,68,62,35,2160,628,1532
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8691,151,128,96,53,39,32,1734,499,1235
8694,4,2,1,0,1,2,36,10,26
8695,6,6,2,1,1,3,66,19,47
8703,333,266,218,153,102,49,4044,1121,2923
8705,8,6,4,3,2,1,66,24,42
8706,10,9,5,3,3,1,96,31,65
8707,106,109,84,58,34,18,1620,409,1211
8710,9,9,6,3,3,2,138,32,106
8715,58,49,29,15,12,6,660,169,491
8720,11,8,6,5,4,2,138,36,102
8721,122,92,63,35,43,11,1542,366,1176
8724,7,3,2,2,3,1,90,18,72
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8786,176,167,131,101,58,22,2406,655,1751
8790,31,25,22,12,6,7,438,103,335
8792,5,6,2,1,2,0,60,16,44
8794,12,9,9,8,6,1,120,45,75
8795,2,1,1,1,1,0,18,6,12
8797,46,45,29,22,4,13,660,159,501
8801,4,3,3,1,1,1,36,13,23
8803,10,11,11,6,4,4,126,46,80
8804,10,10,7,6,6,2,114,41,73
8805,10,10,7,6,6,2,114,41,73
8808,103,112,78,58,41,36,1266,428,838
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8828,10,8,7,4,0,3,90,32,58
8829,14,17,11,4,1,3,180,50,130
8832,143,114,71,53,33,19,1650,433,1217
8835,9,10,6,3,3,3,90,34,56
8838,133,119,64,38,23,16,1452,393,1059
8840,1479,1328,1045,784,585,190,17952,5411,12541
8843,120,114,87,63,41,31,1746,456,1290
8848,1249,1097,771,623,433,190,14430,4363,10067
8850,182,136,102,75,42,34,1830,571,1259
8852,1326,1207,918,758,527,176,15780,4912,10868
8857,1206,995,800,565,343,192,14610,4101,10509
8863,1096,879,771,575,386,163,14148,3870,10278
8880,4,5,4,1,0,1,60,15,45
8882,13,9,9,6,1,0,138,38,100
8883,14,9,8,8,5,0,150,44,106
8887,6,4,2,1,1,0,72,14,58
8891,1078,951,807,660,379,142,15210,4017,11193
8893,91,71,56,36,25,15,1116,294,822
8897,2,2,2,1,1,0,24,8,16
8901,1239,1098,843,658,400,213,15222,4451,10771
8905,923,695,482,314,176,120,9630,2710,6920
8907,186,160,119,90,44,33,2292,632,1660
8909,389,350,264,168,108,66,5070,1345,3725
8912,11,11,5,7,4,4,114,42,72
8913,9,8,5,3,3,0,108,28,80
8914,11,10,5,4,4,1,138,35,103
8922,920,685,537,377,251,140,10326,2910,7416
8926,1268,1088,768,601,368,207,15240,4300,10940
8928,884,772,480,393,264,172,10500,2965,7535
8930,1311,1188,991,751,548,262,17952,5051,12901
8932,1274,969,701,490,306,194,14022,3934,10088
8942,11,7,5,2,1,0,96,26,70
8945,8,8,2,5,3,1,102,27,75
8948,12,9,7,5,5,3,102,41,61
8949,719,573,401,275,163,115,7434,2246,5188
8951,4,3,0,2,0,1,66,10,56
8952,6,5,4,2,1,2,84,20,64
8955,107,99,69,53,39,22,1410,389,1021
9057,99,90,57,48,36,23,1164,353,811
9059,1464,1362,837,686,466,225,16758,5040,11718
9061,13,8,5,2,3,1,138,32,106
9062,11,9,9,6,3,0,84,38,46
9065,18,16,15,14,6,7,198,76,122
9067,93,77,73,64,44,12,1356,363,993
9069,1147,1038,711,519,355,184,13752,3954,9798
9072,4,2,3,4,1,0,42,14,28
9078,2659,2107,1535,1027,656,464,29076,8448,20628
9080,150,160,127,87,60,27,2292,611,1681
9085,3,3,2,2,2,1,60,13,47
9086,3,3,2,2,2,1,60,13,47
9087,1134,1045,732,584,334,213,12624,4042,8582
9089,151,128,80,72,46,18,1722,495,1227
9093,1723,1492,1035,762,518,285,19326,5815,13511
9095,122,99,59,56,27,33,1428,396,1032
9099,1250,1087,774,589,356,231,13758,4287,9471
9101,1468,1320,902,669,491,242,17700,5092,12608
9103,167,156,114,85,41,24,2064,587,1477
9105,929,786,589,474,288,172,11166,3238,7928
9107,1421,1229,910,629,439,226,17028,4854,12174
9109,1507,1255,919,657,407,237,16152,4982,11170
9111,1664,1398,1002,803,497,298,19800,5662,14138
9113,1,1,0,0,0,0,12,2,10
9116,255,243,185,144,111,43,2952,981,1971
9120,116,102,92,55,42,20,1524,427,1097
9122,270,214,141,91,49,37,2736,802,1934
9124,18,16,10,5,2,4,186,55,131
9126,18,15,9,7,4,1,168,54,114
9128,12,10,7,3,3,0,126,35,91
9130,16,15,10,4,0,2,138,47,91
9407,254,212,168,97,79,38,2748,848,1900
9409,13,10,9,5,4,3,120,44,76
9411,10,13,6,3,3,0,126,35,91
9414,10,11,6,6,5,2,90,40,50
9422,54,53,42,34,27,4,792,214,578
9429,114,97,75,61,41,39,1656,427,1229
9431,1102,894,755,582,374,162,13266,3869,9397
9434,36,37,20,13,8,7,462,121,341
9436,1510,1334,965,747,502,253,17448,5311,12137
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
9450,1463,1213,850,649,428,217,16332,4820,11512
9452,257,223,172,115,84,42,3198,893,2305
9457,1428,1308,1123,855,566,333,17820,5613,12207
9461,1238,1090,857,640,441,226,15606,4492,11114
9465,6,9,4,3,2,2,108,26,82
9467,5,5,4,4,1,3,54,22,32
9469,136,126,108,75,53,35,1818,533,1285
9471,1619,1372,978,736,475,265,18666,5445,13221
9473,1790,1629,1240,1064,678,265,23772,6666,17106
9477,1661,1395,1003,802,497,297,19788,5655,14133
9479,231,185,136,91,57,31,2418,731,1687
9481,3,1,0,0,1,1,24,6,18
9482,10,8,10,6,2,1,138,37,101
9505,1389,1178,1021,768,505,218,17028,5079,11949
9507,53,47,31,10,5,9,570,155,415
9509,13,9,8,4,3,3,126,40,86
9510,1228,1075,840,677,407,178,15846,4405,11441
9516,9,7,4,4,3,0,90,27,63
9517,9,11,6,5,2,1,108,34,74
9518,210,177,120,105,66,36,2610,714,1896
9520,4,3,1,1,1,0,48,10,38
9526,1483,1256,899,691,482,202,17088,5013,12075
9528,201,178,170,127,102,38,3012,816,2196
9530,11,4,4,3,3,1,108,26,82
9532,1650,1353,917,637,457,229,18288,5243,13045
9534,49,46,35,25,21,10,612,186,426
9538,2180,1796,1263,865,574,370,22866,7048,15818
9542,5,5,3,2,2,0,72,17,55
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
9561,1571,1287,916,666,437,222,17790,5099,12691
9563,1602,1276,937,698,529,202,17340,5244,12096
9565,173,137,101,67,45,27,1758,550,1208
9568,7,8,2,4,1,4,84,26,58
9571,11,10,6,2,3,2,108,34,74
9576,1537,1266,940,695,463,232,18846,5133,13713
9588,2074,1697,1247,851,577,321,23004,6767,16237
9590,1300,1012,855,625,402,170,15240,4364,10876
9592,48,44,39,29,19,9,960,188,772
9594,1522,1316,1042,699,476,213,18984,5268,13716
9597,11,7,7,4,3,2,126,34,92
9599,13,11,9,9,5,2,168,49,119
9600,4,6,3,3,0,2,66,18,48
9601,6,5,4,2,2,1,78,20,58
9604,1960,1613,1232,957,553,342,22572,6657,15915
9606,2193,1659,1087,794,478,298,22278,6509,15769
9608,1745,1447,968,664,461,211,19032,5496,13536
9611,80,63,39,27,18,17,936,244,692
9613,1779,1591,1111,884,617,288,20766,6270,14496
9615,2214,1755,1162,789,531,283,22926,6734,16192
9618,1638,1431,943,667,454,290,18738,5423,13315
9620,261,201,147,109,62,46,3030,826,2204
9623,259,235,193,155,120,40,3210,1002,2208
9628,151,118,100,70,54,23,2022,516,1506
9633,12,10,5,6,3,1,138,37,101
9637,242,241,177,126,83,69,3108,938,2170
9639,11,14,6,4,3,1,108,39,69
9641,6,5,3,3,2,0,54,19,35
9642,10,6,7,3,4,2,78,32,46
9644,5,4,3,2,0,3,102,17,85
9646,5,5,3,2,2,0,78,17,61
9647,1921,1615,1188,825,499,307,22428,6355,16073
9650,1822,1586,1093,908,467,304,20880,6180,14700
9652,428,362,242,157,93,60,4104,1342,2762
9654,2191,1767,1236,806,507,300,23052,6807,16245
9657,16,13,8,6,4,3,174,50,124
9658,1107,923,698,490,341,160,13722,3719,10003
9660,1264,1137,801,682,442,194,15528,4520,11008
9662,1145,966,776,558,370,183,14442,3998,10444
0,0,0,0,0,0,0,0,0,0
9713,73,46,31,26,15,15,894,206,688
9715,1721,1473,1110,861,603,286,20976,6054,14922
9719,1583,1350,944,730,499,240,18330,5346,12984
9721,1305,1167,867,668,465,252,16104,4724,11380
9725,467,448,320,209,143,100,5538,1687,3851
9726,187,189,135,91,73,55,2472,730,1742
9729,4,3,3,2,2,0,42,14,28
9730,11,13,8,6,6,2,156,46,110
9731,7,8,2,2,2,1,66,22,44
9733,6,6,5,1,3,2,96,23,73
9734,230,199,122,89,60,36,2982,736,2246
9738,11,9,3,4,2,0,84,29,55
9743,11,7,4,3,1,2,114,28,86
9744,11,7,4,3,1,2,114,28,86
9752,110,90,55,34,23,12,1176,324,852
9757,9,7,7,5,2,1,120,31,89
9758,126,93,78,60,34,22,1506,413,1093
9761,1357,1063,804,596,358,165,16392,4343,12049
9763,1973,1389,988,734,432,235,20958,5751,15207
9765,809,564,398,293,185,107,9234,2356,6878
9767,168,134,105,68,47,36,1896,558,1338
9773,1649,1255,876,620,357,231,17718,4988,12730
9775,1370,925,607,438,252,142,14118,3734,10384
9848,199,174,127,90,52,36,2568,678,1890
9852,183,164,136,97,58,24,2466,662,1804
9855,9,6,3,2,1,0,96,21,75
9856,11,8,6,2,2,0,120,29,91
9859,5,1,2,2,0,2,54,12,42
9866,417,313,234,121,70,46,4266,1201,3065
9868,1314,1054,774,510,320,247,15264,4219,11045
9870,1660,1251,882,626,385,259,18348,5063,13285
9872,1390,1124,885,709,413,242,15660,4763,10897
9874,998,837,662,457,315,193,12486,3462,9024
9876,1864,1484,1067,748,445,273,20838,5881,14957
9878,1792,1388,929,655,417,321,19602,5502,14100
9880,1374,1150,855,622,395,221,14898,4617,10281
9882,1526,1346,955,746,495,287,19140,5355,13785
9884,1874,1624,1011,716,429,383,19422,6037,13385
9886,1752,1505,1121,811,529,291,19518,6009,13509
9888,1252,1003,739,531,323,212,13638,4060,9578
9890,1680,1450,991,669,424,279,18948,5493,13455
