postId,a1,a2,b1,b2,c1,c2,processed,found,missed
9892,243,243,207,164,118,51,3900,1026,2874
9894,4,6,3,1,1,1,54,16,38
9895,6,9,5,4,3,2,66,29,37
9899,122,101,73,58,43,36,1416,433,983
9904,10,6,5,2,0,1,120,24,96
9908,364,331,271,172,105,60,5532,1303,4229
9911,11,11,8,6,3,1,144,40,104
9912,8,3,3,0,0,1,66,15,51
9913,8,7,6,2,0,0,108,23,85
9920,7,8,4,3,3,1,78,26,52
9921,126,96,66,37,24,23,1320,372,948
9929,12,9,7,3,1,0,126,32,94
9946,121,103,70,58,34,24,1332,410,922
9950,463,362,258,190,103,67,5634,1443,4191
9953,10,8,6,6,2,4,102,36,66
9955,14,20,9,5,2,3,138,53,85
9956,14,20,9,5,2,3,138,53,85
9958,10,7,7,5,2,2,96,33,63
9959,10,9,5,3,1,1,96,29,67
9960,6,7,6,6,3,3,108,31,77
9961,2,4,2,2,2,1,36,13,23
9965,1563,1371,1048,750,507,287,18396,5526,12870
9967,1638,1425,991,720,542,259,19410,5575,13835
9969,1441,1139,807,602,414,215,16692,4618,12074
9971,1217,1022,744,516,323,165,13620,3987,9633
9974,0,1,0,1,0,0,18,2,16
9975,176,161,97,80,67,35,1956,616,1340
9978,1467,1144,770,530,359,219,16578,4489,12089
9980,323,279,211,146,73,51,3690,1083,2607
9982,528,443,296,238,123,89,5676,1717,3959
9984,1864,1463,965,708,427,246,19440,5673,13767
9988,1527,1172,789,557,345,218,17040,4608,12432
9990,1825,1554,1120,817,551,302,20718,6169,14549
9992,1307,983,720,535,367,205,15276,4117,11159
9994,209,160,109,66,35,33,2472,612,1860
10001,6,7,5,5,3,2,90,28,62
10003,106,93,75,54,40,19,1392,387,1005
10007,107,95,80,54,39,19,1506,394,1112
10009,249,235,180,132,69,57,3294,922,2372
10011,2,2,2,1,0,1,36,8,28
10015,243,198,88,64,51,37,2304,681,1623
10027,125,98,77,39,24,14,1398,377,1021
10030,1158,939,759,506,326,195,14610,3883,10727
10032,1525,1407,951,749,429,314,17910,5375,12535
10034,1986,1691,1247,900,614,315,23004,6753,16251
10036,299,235,164,114,79,32,3150,923,2227
10039,12,12,8,8,6,3,132,49,83
10050,1177,957,723,517,355,186,13548,3915,9633
10052,1971,1568,1081,739,443,269,20904,6071,14833
10055,74,66,55,42,27,13,1068,277,791
10058,6,4,0,1,1,1,66,13,53
10061,2220,1941,1414,1064,735,410,25674,7784,17890
10063,2487,2137,1529,1088,668,454,27786,8363,19423
10065,1108,1038,841,663,442,188,13842,4280,9562
10067,1511,1107,785,528,330,161,17136,4422,12714
10069,1257,1059,750,506,296,173,13206,4041,9165
10071,1571,1370,955,729,480,302,19434,5407,14027
10128,217,196,138,82,56,42,2400,731,1669
10148,167,140,102,70,38,23,1926,540,1386
10155,323,291,202,128,99,68,3744,1111,2633
10157,7,9,8,6,3,0,120,33,87
10160,7,6,2,1,2,2,66,20,46
10168,585,500,291,241,115,78,5736,1810,3926
10171,6,6,2,2,2,0,42,18,24
10173,153,116,98,63,25,24,1788,479,1309
10180,45,46,34,32,17,10,576,184,392
10182,300,269,171,117,80,51,4086,988,3098
10186,5,4,2,1,0,1,60,13,47
10191,2,1,1,1,0,2,24,7,17
10193,6,5,3,4,1,1,60,20,40
10194,2,5,3,2,1,2,60,15,45
10197,3,4,2,3,1,0,48,13,35
10198,167,129,90,70,37,20,1692,513,1179
10200,295,232,154,108,63,57,3036,909,2127
10204,86,93,51,38,26,14,1062,308,754
10206,1628,1359,1051,827,546,207,18510,5618,12892
10208,3,2,2,1,0,0,36,8,28
10209,6,1,1,1,0,0,42,9,33
10211,16,14,10,8,4,3,138,55,83
10212,6,6,3,3,2,1,72,21,51
10213,202,165,124,95,46,24,2514,656,1858
10215,1630,1391,966,757,427,278,18120,5449,12671
10217,1602,1460,1058,800,533,297,19662,5750,13912
10219,1582,1298,912,636,391,305,18552,5124,13428
10221,2155,1803,1446,1132,815,307,24558,7658,16900
10223,109,105,85,55,39,22,1428,415,1013
10225,47,40,30,18,10,8,738,153,585
10227,246,213,163,121,91,39,3234,873,2361
10232,2,6,4,1,3,3,60,19,41
10234,10,12,8,7,6,1,96,44,52
10238,12,14,9,7,5,1,150,48,102
10241,48,36,23,13,14,7,504,141,363
10243,209,168,125,99,72,35,2388,708,1680
10245,179,157,92,61,53,14,2538,556,1982
10267,5,4,2,2,2,1,84,16,68
10276,5,7,4,4,2,3,90,25,65
10283,488,405,282,212,137,73,5436,1597,3839
10291,38,31,23,13,9,6,384,120,264
10293,1242,1018,788,570,355,186,14580,4159,10421
10295,2338,1739,1205,910,561,311,26334,7064,19270
10297,1588,1388,1033,808,507,240,18594,5564,13030
10300,145,95,72,71,22,23,1464,428,1036
10304,1614,1334,921,637,377,221,17568,5104,12464
10307,1630,1385,983,613,333,222,18072,5166,12906
10311,1238,1082,839,594,393,228,15048,4374,10674
10316,1279,1009,756,504,356,182,15702,4086,11616
10318,2175,1834,1320,989,705,380,26388,7403,18985
10320,1270,1143,856,694,415,224,15288,4602,10686
10325,10,11,6,6,2,3,114,38,76
10332,11,11,5,2,2,2,108,33,75
10333,104,76,53,47,33,31,1182,344,838
10335,213,207,172,118,82,27,2478,819,1659
0,0,0,0,0,0,0,0,0,0
10353,231,200,149,115,70,45,2478,810,1668
10355,3,3,2,2,1,2,48,13,35
10356,197,161,124,68,48,30,2490,628,1862
10360,9,8,8,6,2,2,102,35,67
0,0,0,0,0,0,0,0,0,0
10366,138,105,66,38,20,24,1650,391,1259
10376,253,236,166,110,71,44,2946,880,2066
10380,15,10,11,6,3,7,150,52,98
10384,69,65,42,30,28,6,894,240,654
10386,1151,958,732,567,404,165,14922,3977,10945
10388,1428,1168,910,689,423,206,15636,4824,10812
10390,1573,1243,912,672,397,174,16722,4971,11751
10395,141,91,67,53,26,17,1638,395,1243
10412,1355,1121,846,636,432,159,16260,4549,11711
10414,1197,1075,834,685,495,182,15120,4468,10652
10416,1569,1355,1042,782,506,226,18834,5480,13354
10418,1436,1220,808,606,368,260,16998,4698,12300
10425,6,5,4,3,2,0,90,20,70
10427,6,7,4,3,2,1,96,23,73
10432,347,309,206,148,101,60,4182,1171,3011
10434,74,67,43,35,23,20,804,262,542
10436,116,96,73,54,30,27,1290,396,894
10438,83,69,42,33,21,18,990,266,724
10443,10,5,5,4,2,1,96,27,69
10445,4,3,3,2,1,1,42,14,28
10449,98,93,69,45,29,23,1488,357,1131
10451,254,222,146,82,78,58,2868,840,2028
10453,46,40,25,17,12,4,672,144,528
10468,200,165,108,86,49,32,2322,640,1682
11314,149,141,101,85,61,19,1956,556,1400
10483,140,127,86,69,39,19,1806,480,1326
10486,17,14,7,4,3,2,138,47,91
10487,20,16,6,5,5,2,162,54,108
10488,323,272,185,106,79,66,3810,1031,2779
10495,1422,1332,1063,774,464,290,15870,5345,10525
10497,1303,1238,923,726,412,238,16122,4840,11282
10499,1462,1155,860,681,410,210,16554,4778,11776
10501,1568,1323,993,684,479,272,17460,5319,12141
10503,1731,1490,1075,752,521,241,19020,5810,13210
10505,1116,967,737,558,407,201,14262,3986,10276
10507,1592,1317,952,750,447,283,19098,5341,13757
10509,1740,1533,1103,855,573,284,20124,6088,14036
10511,261,234,147,113,64,46,2772,865,1907
10516,8,5,3,2,2,0,54,20,34
10530,67,70,54,38,24,13,900,266,634
10531,76,70,63,49,29,17,1122,304,818
10538,16,14,12,7,3,4,276,56,220
10549,9,9,6,6,7,2,114,39,75
10550,145,133,100,71,61,24,1782,534,1248
10554,157,123,82,65,43,23,1926,493,1433
10556,3,4,3,4,2,1,36,17,19
10558,6,6,4,4,1,1,72,22,50
10560,98,69,52,23,20,15,1164,277,887
10575,260,250,218,163,125,38,3696,1054,2642
10577,7,6,3,3,2,1,60,22,38
10579,5,8,3,1,1,2,66,20,46
10580,8,6,6,7,1,1,108,29,79
10581,116,98,71,59,25,19,1596,388,1208
10583,988,841,650,415,289,155,12186,3338,8848
10585,1696,1375,1030,756,458,216,19242,5531,13711
10590,1802,1391,968,595,359,236,18888,5351,13537
10593,1984,1495,1056,687,426,319,22104,5967,16137
10595,1422,1101,783,545,363,210,16170,4424,11746
10597,1611,1363,1023,698,521,274,18996,5490,13506
10599,1382,1159,859,579,431,197,15732,4607,11125
10601,1793,1632,1239,1066,678,268,23736,6676,17060
10603,136,155,98,79,49,40,1608,557,1051
10606,170,142,110,83,45,19,1716,569,1147
10616,52,49,32,24,12,11,756,180,576
10618,2,1,0,0,0,0,30,3,27
10620,143,117,84,61,42,20,1590,467,1123
10623,8,6,6,4,1,1,84,26,58
10624,10,6,7,4,2,1,96,30,66
10626,246,225,167,121,78,43,2532,880,1652
10630,9,9,6,6,4,0,72,34,38
10699,1287,1039,897,646,402,147,15102,4418,10684
10634,5,4,4,1,0,2,60,16,44
10697,197,156,101,58,60,22,2976,594,2382
10701,1540,1233,897,669,425,217,17640,4981,12659
10703,1044,767,525,393,271,111,11490,3111,8379
10705,1968,1463,1024,709,429,266,21804,5859,15945
10707,1872,1500,1195,825,546,314,21384,6252,15132
10709,1173,901,686,466,257,169,13332,3652,9680
10711,1440,1205,925,686,420,275,16920,4951,11969
10714,854,723,577,418,297,131,10938,3000,7938
10716,935,815,622,496,277,178,12138,3323,8815
10718,1515,1296,911,695,461,212,16056,5090,10966
10720,1211,1069,837,603,426,238,14202,4384,9818
10722,1346,1285,1004,737,431,265,16182,5068,11114
10724,1260,1178,841,660,421,225,15402,4585,10817
10726,66,49,32,24,10,13,804,194,610
10815,292,289,212,164,104,60,4140,1121,3019
10844,82,72,62,55,25,15,900,311,589
10864,339,309,228,180,137,80,3582,1273,2309
10866,4,4,4,3,1,1,54,17,37
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
10875,126,91,57,42,36,16,1518,368,1150
10881,141,142,119,96,42,42,2028,582,1446
10895,188,148,128,89,30,19,2022,602,1420
10899,3,1,1,1,0,0,24,6,18
10900,3,3,1,1,1,0,30,9,21
10911,68,55,40,30,14,11,1134,218,916
10913,10,8,8,5,4,1,96,36,60
10914,2,1,1,1,0,1,48,6,42
10916,2,1,0,0,0,1,42,4,38
10952,1724,1386,1099,854,502,290,19728,5855,13873
10954,1584,1295,909,622,457,202,18306,5069,13237
10956,1631,1471,1036,773,458,274,18762,5643,13119
10958,1135,918,660,499,329,173,12594,3714,8880
10960,1158,1028,841,627,407,194,13980,4255,9725
10962,184,129,103,89,38,29,1884,572,1312
10964,934,881,733,543,342,175,13710,3608,10102
10966,1269,1100,802,595,313,163,15744,4242,11502
10974,139,128,98,71,30,22,1674,488,1186
10976,7,7,6,5,3,2,102,30,72
10977,6,7,4,2,2,0,90,21,69
10986,169,157,109,76,51,34,2028,596,1432
10989,3,3,4,1,0,0,54,11,43
0,0,0,0,0,0,0,0,0,0
11012,150,130,100,77,32,29,1740,518,1222
11023,5,3,2,1,1,1,48,13,35
11024,7,8,6,4,1,3,78,29,49
11029,87,58,41,28,17,13,930,244,686
11031,24,16,8,7,2,3,186,60,126
11034,429,338,251,181,107,56,4674,1362,3312
11036,3,3,2,2,1,0,36,11,25
11037,10,5,6,6,3,1,78,31,47
11038,7,8,5,5,3,0,108,28,80
11041,104,73,60,45,28,24,1002,334,668
11043,247,196,143,123,43,38,3030,790,2240
11050,136,116,68,31,27,13,1470,391,1079
11052,16,14,5,4,2,1,138,42,96
11053,8,7,4,1,0,1,66,21,45
11063,250,239,186,110,62,49,2568,896,1672
11066,14,13,12,9,4,3,132,55,77
11072,17,19,17,11,6,5,168,75,93
11074,13,10,8,5,1,2,114,39,75
11075,69,68,54,38,29,17,846,275,571
11077,1703,1410,1041,777,474,250,19974,5655,14319
11079,1442,1110,789,591,351,226,17796,4509,13287
11081,1521,1295,935,749,499,249,17100,5248,11852
11084,1185,1011,795,594,327,206,13764,4118,9646
11086,1397,1087,836,597,360,231,16908,4508,12400
11088,1437,1201,859,670,405,215,16860,4787,12073
11090,1464,1286,885,646,388,251,16218,4920,11298
11092,250,253,170,121,84,56,2790,934,1856
11094,2196,1878,1352,1134,715,386,24606,7661,16945
11096,1980,1627,1206,866,500,295,20748,6474,14274
11098,1478,1327,1018,794,509,267,18138,5393,12745
11100,1743,1476,1085,803,444,263,19482,5814,13668
14681,7,7,5,4,2,1,72,26,46
11106,183,149,94,67,29,31,2166,553,1613
11113,144,109,92,67,49,24,1506,485,1021
11128,100,114,74,51,44,23,1134,406,728
11133,18,14,9,5,0,4,120,50,70
11134,5,5,4,3,2,1,84,20,64
11169,57,39,29,20,6,3,774,154,620
11172,3,2,3,1,0,0,42,9,33
11174,307,287,173,122,93,45,2976,1027,1949
11177,245,229,157,139,60,73,3336,903,2433
11179,132,103,67,48,30,27,1458,407,1051
11182,4,5,4,4,2,5,42,24,18
11184,646,543,406,318,208,94,7740,2215,5525
11186,1885,1714,1022,797,550,234,21294,6202,15092
11188,2584,2200,1482,1061,632,443,28584,8402,20182
11190,0,0,0,0,0,0,0,0,0
11193,16,15,8,4,5,3,156,51,105
11194,9,12,10,7,5,1,132,44,88
11195,14,12,5,4,3,3,132,41,91
11197,7,8,4,4,1,0,66,24,42
11212,22,20,18,16,6,6,384,88,296
11214,136,138,103,101,46,25,2106,549,1557
11217,231,197,153,125,86,42,3078,834,2244
12882,38,26,22,15,10,7,498,118,380
11397,73,58,29,22,13,13,786,208,578
11223,367,315,240,160,106,61,3972,1249,2723
11225,87,78,47,33,25,13,834,283,551
11227,141,93,75,46,27,18,1554,400,1154
11262,40,27,23,14,8,4,474,116,358
11242,158,150,120,84,65,38,1968,615,1353
11251,188,155,111,70,38,34,2322,596,1726
11253,218,194,160,101,75,47,2718,795,1923
11264,3,3,2,1,1,0,24,10,14
11267,917,817,632,444,310,145,11310,3265,8045
11269,829,774,612,463,307,153,10590,3138,7452
11271,1444,1286,1020,719,454,286,18828,5209,13619
11273,2053,1702,1340,1002,606,332,23694,7035,16659
11275,1094,933,743,559,379,172,13644,3880,9764
11293,156,136,101,71,34,26,1746,524,1222
11295,11,13,7,6,3,2,108,42,66
11296,10,8,7,5,3,4,120,37,83
11298,9,9,5,3,2,2,78,30,48
11320,2060,1770,1154,784,495,322,21432,6585,14847
11322,1690,1409,1069,851,524,264,19128,5807,13321
11324,1562,1506,1196,865,541,259,19530,5929,13601
11326,1390,1301,949,677,479,253,17226,5049,12177
11329,59,51,35,22,9,12,690,188,502
11333,208,182,134,95,54,33,2658,706,1952
11335,4,4,3,4,1,0,72,16,56
11336,2,2,3,1,0,0,36,8,28
11339,5,5,4,3,2,0,54,19,35
11340,5,5,1,1,1,1,48,14,34
11341,4,4,1,3,3,1,42,16,26
11350,67,68,58,37,17,18,1008,265,743
11353,230,159,99,75,29,25,2526,617,1909
11355,4,5,3,2,0,0,60,14,46
0,0,0,0,0,0,0,0,0,0
11370,139,132,102,80,47,20,2064,520,1544
11373,211,180,100,77,63,38,2628,669,1959
11375,3,3,0,0,0,1,42,7,35
11391,68,47,55,34,30,0,822,234,588
11411,11,12,6,5,3,5,114,42,72
11412,11,12,6,5,3,5,114,42,72
11418,400,315,223,145,80,60,4218,1223,2995
11427,23,18,13,5,5,3,300,67,233
11432,250,209,165,125,60,52,2712,861,1851
11434,6,3,0,2,2,1,54,14,40
11435,14,10,11,6,3,5,144,49,95
11436,14,10,11,6,3,5,144,49,95
11438,7,9,5,5,1,1,72,28,44
11443,1272,956,653,472,360,175,14334,3888,10446
11445,325,260,184,141,65,60,4314,1035,3279
11447,1379,1078,761,550,294,185,15510,4247,11263
11449,1216,1010,804,569,374,225,13902,4198,9704
11459,987,746,571,424,243,156,11712,3127,8585
11461,1735,1469,1004,754,438,292,20838,5692,15146
11463,1470,1277,1010,765,548,211,17802,5281,12521
11465,144,139,99,69,31,26,2034,508,1526
11467,1404,1105,823,628,344,247,15648,4551,11097
11469,1886,1453,1008,740,505,278,20646,5870,14776
11471,1009,914,684,545,382,150,12852,3684,9168
11473,1719,1385,1023,695,460,260,19392,5542,13850
11475,2161,1721,1148,797,494,350,22818,6671,16147
11482,91,73,52,37,25,12,1014,290,724
11485,7,5,4,1,0,2,72,19,53
11510,29,28,29,25,15,3,426,129,297
11516,4,4,1,1,1,0,30,11,19
11517,5,5,2,0,2,2,48,16,32
11518,3,3,0,0,0,0,30,6,24
11519,3,3,3,2,3,2,48,16,32
11522,198,169,115,79,50,31,2610,642,1968
11524,14,13,5,3,3,2,144,40,104
11525,14,13,5,3,3,2,144,40,104
11526,9,11,7,2,5,2,144,36,108
11541,355,298,210,155,101,59,3990,1178,2812
11565,169,132,105,74,30,27,1836,537,1299
11572,7,7,4,4,0,2,66,24,42
11573,4,2,1,2,0,0,30,9,21
11578,50,34,24,23,8,3,762,142,620
11582,5,4,3,3,2,0,42,17,25
11587,1554,1208,959,688,466,261,17136,5136,12000
11589,1423,1005,662,411,284,190,14832,3975,10857
11591,1065,810,658,499,282,144,13578,3458,10120
11593,1527,1307,1014,773,528,264,17580,5413,12167
11596,1249,1124,848,690,425,174,15504,4510,10994
11598,1570,1329,958,733,475,260,17166,5325,11841
11600,1634,1347,949,676,428,264,18636,5298,13338
11602,2844,2123,1454,1039,665,352,31242,8477,22765
11604,222,151,117,63,29,28,2586,610,1976
11607,6,5,3,2,0,0,60,16,44
11608,70,60,57,42,26,15,834,270,564
11625,280,221,179,138,75,42,3660,935,2725
11636,7,6,3,3,1,1,66,21,45
11648,410,328,241,189,132,77,5262,1377,3885
11653,2,2,1,3,1,1,36,10,26
11655,225,189,148,107,86,42,2478,797,1681
11658,144,138,117,77,62,29,2250,567,1683
11663,8,5,3,2,0,0,66,18,48
11665,326,293,204,172,102,64,3864,1161,2703
11679,12,10,8,3,2,3,126,38,88
11680,4,4,3,1,1,0,48,13,35
11681,3,5,1,3,0,1,78,13,65
11688,9,9,9,9,6,1,120,43,77
11689,13,11,5,6,3,2,120,40,80
11694,121,120,87,83,58,31,1686,500,1186
11702,1212,1056,789,570,415,217,14040,4259,9781
11704,1490,1289,893,732,419,226,17538,5049,12489
11706,1591,1361,1008,747,487,240,18264,5434,12830
11708,1953,1697,1190,933,596,317,22920,6686,16234
11710,1045,939,668,528,331,187,12792,3698,9094
11712,1194,1005,730,534,366,179,13578,4008,9570
11714,1559,1316,942,679,448,283,18606,5227,13379
11716,1535,1307,1043,748,470,264,19272,5367,13905
13693,206,175,141,83,71,37,2406,713,1693
11721,211,174,117,116,69,40,2760,727,2033
11723,135,113,71,50,19,22,1698,410,1288
11730,286,189,155,123,66,58,3156,877,2279
11737,9,10,7,6,2,2,90,36,54
11738,9,10,7,6,2,2,90,36,54
11740,5,5,4,3,3,0,48,20,28
11741,7,4,1,2,0,2,48,16,32
11774,106,88,64,50,29,22,1266,359,907
11777,9,9,4,5,3,1,102,31,71
11786,205,190,150,97,57,31,2418,730,1688
11788,279,249,182,138,64,55,3414,967,2447
11790,1212,897,649,453,282,130,14280,3623,10657
11792,279,214,140,92,40,42,3240,807,2433
11794,110,85,93,66,37,16,1422,407,1015
11798,8,8,6,6,3,1,78,32,46
11802,362,276,208,142,88,51,3564,1127,2437
11804,1042,822,575,382,249,111,11490,3181,8309
11806,1197,1029,795,665,467,199,14706,4352,10354
11809,896,785,664,529,374,165,12228,3413,8815
11811,1266,1080,771,567,326,211,14868,4221,10647
11813,1187,1024,739,532,385,214,13320,4081,9239
11815,889,808,636,480,297,156,11316,3266,8050
11817,1178,980,816,549,351,132,14622,4006,10616
11819,1400,1162,913,629,431,227,17934,4762,13172
11832,7,5,8,7,3,2,90,32,58
11833,8,8,10,8,4,3,120,41,79
11836,12,11,6,3,1,1,120,34,86
11837,201,191,160,116,93,21,2754,782,1972
11843,125,118,102,82,53,36,1902,516,1386
11849,104,80,58,30,23,14,1164,309,855
11865,224,169,105,74,54,30,2118,656,1462
11873,3,2,1,1,1,0,36,8,28
11874,210,171,107,81,44,45,2592,658,1934
11877,5,5,4,3,2,2,114,21,93
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11888,241,189,150,90,51,32,2658,753,1905
0,0,0,0,0,0,0,0,0,0
11905,61,69,51,30,21,14,666,246,420
11907,851,657,524,379,239,105,10596,2755,7841
11909,1154,1032,817,631,443,179,14778,4256,10522
11913,1578,1212,864,651,375,229,17568,4909,12659
11917,11,5,8,6,1,0,102,31,71
11918,11,5,8,6,1,0,102,31,71
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11982,291,256,176,125,76,73,3510,997,2513
0,0,0,0,0,0,0,0,0,0
11987,1395,1116,850,574,326,172,16584,4433,12151
11989,857,692,524,372,266,135,10170,2846,7324
11992,1023,830,673,456,313,124,13206,3419,9787
11994,1162,891,686,479,304,156,13218,3678,9540
12022,225,213,143,109,73,42,3000,805,2195
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12054,11,7,3,1,2,3,102,27,75
12059,4,4,1,2,2,1,54,14,40
12066,49,41,39,24,18,5,618,176,442
12074,116,72,62,36,22,17,1308,325,983
12079,7,6,4,2,0,2,96,21,75
12081,12,10,7,5,1,4,144,39,105
12082,11,4,7,5,1,0,108,28,80
12125,169,163,112,81,51,41,2274,617,1657
12152,304,251,188,128,76,58,3300,1005,2295
12156,4,4,5,1,4,2,66,20,46
12158,8,5,5,3,1,0,90,22,68
12208,79,69,48,26,23,15,912,260,652
12241,173,143,102,63,35,30,2106,546,1560
12243,1125,894,675,541,316,193,14064,3744,10320
12245,2384,1933,1511,1068,631,355,25782,7882,17900
12247,1828,1638,1238,907,630,341,21558,6582,14976
12249,906,756,558,404,233,132,11160,2989,8171
12251,1832,1548,1169,853,565,243,20808,6210,14598
12253,1596,1393,1009,773,504,248,18690,5523,13167
12255,1179,1040,798,582,350,216,13416,4165,9251
12260,1435,1107,853,584,357,240,15894,4576,11318
12262,1837,1469,1030,765,499,231,19980,5831,14149
12267,8,4,6,2,1,0,90,21,69
12270,142,124,82,54,44,17,1734,463,1271
12272,190,195,122,107,79,34,2646,727,1919
12276,17,14,9,6,6,1,120,53,67
12278,9,10,5,5,4,1,126,34,92
12282,5,8,5,4,2,4,72,28,44
12283,7,7,5,6,4,1,96,30,66
12284,6,9,6,3,2,0,60,26,34
12285,6,9,6,3,2,0,60,26,34
12286,179,123,94,63,41,24,2028,524,1504
12310,207,200,149,84,58,41,2370,739,1631
0,0,0,0,0,0,0,0,0,0
12324,192,160,98,67,50,27,2250,594,1656
12326,68,56,41,37,25,12,738,239,499
12354,17,14,7,4,2,2,186,46,140
12364,8,7,6,3,3,3,90,30,60
12378,166,143,97,82,48,31,1860,567,1293
12383,183,174,130,91,67,38,1944,683,1261
12385,56,46,37,22,14,5,882,180,702
12392,1240,913,714,441,263,179,13794,3750,10044
12394,1336,1127,894,664,421,178,16272,4620,11652
12396,866,647,480,348,234,112,9552,2687,6865
12398,0,0,0,0,0,0,0,0,0
12400,1754,1400,1017,702,449,255,19458,5577,13881
12402,1738,1460,1141,840,562,225,19800,5966,13834
12407,12,14,7,4,2,1,138,40,98
12408,6,4,4,3,1,0,66,18,48
12409,11,9,5,4,2,2,108,33,75
12432,182,148,124,95,62,39,2100,650,1450
12437,245,210,129,106,71,45,2844,806,2038
12441,6,7,6,5,3,1,78,28,50
12461,261,214,168,114,78,46,3282,881,2401
12468,23,16,13,7,5,4,180,68,112
12469,8,8,6,4,2,1,72,29,43
12472,12,10,5,4,4,2,102,37,65
12473,98,85,61,41,30,17,1014,332,682
12855,98,84,67,46,27,22,1212,344,868
12491,94,73,59,48,21,11,1002,306,696
12501,4,4,3,3,3,0,48,17,31
12504,6,7,5,3,0,1,90,22,68
12505,8,8,7,5,3,2,102,33,69
12523,127,108,69,64,40,30,1740,438,1302
12525,1418,1168,874,625,370,267,15288,4722,10566
12527,907,766,580,412,340,144,10716,3149,7567
12529,1289,950,654,469,339,148,14070,3849,10221
12531,784,616,451,346,216,148,8868,2561,6307
12533,2729,2094,1446,1048,592,451,29640,8360,21280
12535,1047,832,647,461,294,163,11730,3444,8286
12537,1367,1143,793,568,378,168,14748,4417,10331
12539,1309,1147,883,615,407,268,14712,4629,10083
12541,141,115,75,60,38,31,1440,460,980
12545,10,9,3,6,2,3,90,33,57
12546,10,9,3,6,2,3,90,33,57
12552,2,3,0,2,1,0,42,8,34
12553,5,6,3,3,3,1,54,21,33
12556,12,8,10,6,2,2,108,40,68
0,0,0,0,0,0,0,0,0,0
12578,92,77,44,34,23,19,1038,289,749
12580,7,6,3,4,2,2,84,24,60
12598,56,40,20,17,9,12,870,154,716
12609,90,85,61,45,28,14,1374,323,1051
12627,113,110,83,59,38,34,1152,437,715
12631,8,7,4,2,1,1,72,23,49
12645,3069,2632,1887,1383,858,535,33240,10364,22876
12647,371,319,263,199,118,73,4488,1343,3145
12649,1837,1526,1186,864,508,319,20070,6240,13830
12653,912,816,683,565,366,154,12954,3496,9458
12655,1404,1208,908,640,434,251,17040,4845,12195
12657,1687,1395,984,766,483,291,18888,5606,13282
12659,1170,1032,740,547,373,187,13818,4049,9769
12661,1537,1400,1027,726,507,253,19080,5450,13630
12677,11,13,9,6,2,1,138,42,96
12679,315,319,238,176,110,53,4068,1211,2857
12684,12,8,6,5,2,3,120,36,84
12686,5,3,2,1,1,0,60,12,48
12691,12,12,2,5,1,2,132,34,98
12692,110,97,82,65,47,15,1896,416,1480
12696,184,150,102,74,48,27,2208,585,1623
12713,152,91,62,41,21,18,1602,385,1217
12729,84,69,49,39,21,18,1074,280,794
12731,12,10,5,4,1,1,114,33,81
12732,10,8,3,3,0,0,102,24,78
12734,4,2,1,1,1,0,42,9,33
12735,51,49,29,30,13,20,684,192,492
12988,196,136,82,54,31,17,2238,516,1722
12742,75,50,23,19,6,18,792,191,601
12744,261,244,190,112,110,49,3312,966,2346
12746,203,186,149,121,84,39,2700,782,1918
12748,11,9,11,8,5,4,144,48,96
12749,10,11,8,6,3,2,120,40,80
12750,10,11,8,6,3,2,120,40,80
12755,14,13,7,7,5,2,156,48,108
12757,12,11,13,7,4,7,126,54,72
12761,13,14,10,3,4,2,150,46,104
12764,7,6,4,2,3,2,60,24,36
12766,59,56,41,30,18,9,912,213,699
12769,315,280,168,126,96,53,4212,1038,3174
12771,1234,1081,860,628,433,229,16482,4465,12017
12775,1025,755,582,351,245,123,11028,3081,7947
12778,1454,1180,791,572,374,182,15612,4553,11059
12782,958,899,743,543,363,165,11586,3671,7915
12784,990,876,655,469,338,152,11694,3480,8214
12786,1363,1144,856,585,361,146,15654,4455,11199
12788,1908,1686,1246,930,579,291,20910,6640,14270
12790,1516,1353,951,720,487,231,18330,5258,13072
12792,1533,1371,1076,791,496,320,19710,5587,14123
12794,1296,1188,867,714,455,201,16266,4721,11545
12796,955,845,694,551,354,147,12498,3546,8952
12798,320,279,208,155,90,88,4098,1140,2958
12800,259,258,146,118,70,56,3000,907,2093
12802,240,217,140,110,64,45,2790,816,1974
12804,6,5,5,1,0,2,102,19,83
12806,6,10,5,4,2,2,132,29,103
12807,4,4,3,2,2,0,54,15,39
12858,182,165,146,101,60,50,2184,704,1480
12869,32,27,21,13,8,7,450,108,342
12871,9,6,7,5,2,2,96,31,65
12874,13,11,11,8,4,3,156,50,106
12880,45,38,29,17,8,7,564,144,420
12884,1259,1087,887,642,370,226,15228,4471,10757
12886,1124,893,713,513,283,178,12258,3704,8554
12888,1397,1150,906,608,444,197,15954,4702,11252
12892,1760,1504,1136,858,547,329,19782,6134,13648
12894,1249,1187,915,675,437,240,15318,4703,10615
12896,1195,1052,814,624,396,217,14934,4298,10636
12898,1622,1387,1078,758,462,296,18822,5603,13219
