postId,l1,l2,l3,l4,l5,l6,processed,found,missed
11691,6,0,0,1,0,1,78,8,70
11692,5,1,0,0,0,0,42,6,36
11693,6,1,1,0,0,0,60,8,52
0,0,0,0,0,0,0,0,0,0
12423,155,17,16,14,5,0,1494,207,1287
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11734,8,1,2,2,0,1,96,14,82
11735,2,0,0,0,0,0,18,2,16
11736,10,3,1,0,0,0,90,14,76
11739,3,0,0,0,0,0,24,3,21
11776,6,1,2,0,0,0,54,9,45
11778,7,0,0,0,0,0,48,7,41
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11796,6,1,2,1,0,0,66,10,56
11799,9,3,1,0,0,0,90,13,77
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11828,5,0,1,0,0,0,60,6,54
11829,10,1,2,0,0,0,84,13,71
11830,4,0,0,1,0,0,42,5,37
11831,13,1,1,1,0,0,126,16,110
11834,7,3,0,0,0,0,78,10,68
11835,9,2,0,0,0,0,102,11,91
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11851,17,2,1,1,0,0,138,21,117
11852,9,2,2,0,0,0,108,13,95
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11871,12,3,3,0,1,1,108,20,88
11872,12,1,2,0,0,1,120,16,104
11876,7,2,2,0,0,0,78,11,67
11878,8,3,4,0,0,0,114,15,99
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
11911,1414,154,95,21,78,3,13674,1765,11909
11915,2384,274,191,71,36,18,22710,2974,19736
11919,9,1,0,0,0,0,72,10,62
11920,6,0,0,0,0,0,48,6,42
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12051,163,17,12,5,1,0,1416,198,1218
12055,12,0,1,0,0,0,108,13,95
12056,8,1,2,1,0,0,84,12,72
12058,3,2,1,0,0,0,36,6,30
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12077,8,0,0,1,0,0,54,9,45
0,0,0,0,0,0,0,0,0,0
12080,3,1,0,0,0,0,24,4,20
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12130,11,1,1,0,0,0,90,13,77
12131,6,1,2,1,0,0,78,10,68
12133,5,1,0,1,0,0,54,7,47
12136,11,2,1,1,0,0,114,15,99
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12147,232,34,21,9,1,3,2424,300,2124
12150,48,5,3,0,1,1,534,58,476
12154,11,2,2,2,0,0,96,17,79
12155,8,3,2,0,0,0,78,13,65
12157,21,2,1,0,0,0,156,24,132
12159,11,2,1,0,0,0,84,14,70
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12226,43,3,5,0,0,0,408,51,357
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12258,1734,245,148,99,46,25,17934,2297,15637
0,0,0,0,0,0,0,0,0,0
12265,9,0,0,0,0,0,78,9,69
12266,15,2,1,0,0,0,132,18,114
12268,8,0,0,0,0,0,60,8,52
0,0,0,0,0,0,0,0,0,0
12277,17,1,2,0,0,0,120,20,100
12279,11,1,1,0,0,0,90,13,77
12280,14,0,0,0,0,0,120,14,106
12281,9,0,0,0,0,0,72,9,63
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12346,4,0,0,0,0,0,30,4,26
12347,11,0,0,0,0,0,84,11,73
12348,16,1,0,1,0,0,120,18,102
12353,7,2,1,0,0,0,66,10,56
12359,169,17,12,2,2,0,1416,202,1214
12361,8,0,0,0,0,0,60,8,52
12362,7,2,1,0,0,0,96,10,86
12363,18,3,2,2,0,0,150,25,125
12365,12,1,0,0,0,0,108,13,95
12366,15,1,1,0,0,0,126,17,109
12367,7,1,1,1,0,0,66,10,56
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12404,109,8,7,3,3,0,1200,130,1070
12406,8,3,0,1,0,1,120,13,107
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12429,5,1,0,0,0,0,84,6,78
12430,4,0,0,0,0,0,36,4,32
12431,2,0,0,0,0,0,24,2,22
12439,8,0,0,1,1,0,72,10,62
12440,14,1,1,0,0,0,114,16,98
12442,14,2,1,0,0,0,150,17,133
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12464,18,4,2,0,0,1,150,25,125
12465,9,2,1,1,0,0,90,13,77
12470,7,3,1,1,0,0,102,12,90
12471,10,3,2,0,0,0,102,15,87
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12932,200,21,22,3,0,0,1752,246,1506
12489,177,16,22,8,1,2,1758,226,1532
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12502,11,1,1,1,0,0,96,14,82
12503,8,1,1,0,0,0,66,10,56
12506,9,0,0,0,0,0,78,9,69
12507,14,3,3,1,0,0,114,21,93
12508,12,2,2,1,0,0,114,17,97
12548,368,16,14,28,7,2,3504,435,3069
0,0,0,0,0,0,0,0,0,0
12554,15,1,1,0,0,0,126,17,109
12555,15,1,1,0,0,0,126,17,109
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12566,98,7,7,3,0,1,1206,116,1090
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12581,7,1,1,0,0,1,84,10,74
12582,8,1,1,0,0,0,60,10,50
12583,4,2,1,0,0,0,48,7,41
12584,6,1,0,0,0,0,48,7,41
12585,12,2,1,0,0,0,96,15,81
12629,11,0,1,0,2,0,108,14,94
12630,9,2,2,1,0,0,114,14,100
12632,19,2,1,1,0,0,156,23,133
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12651,1868,180,175,65,69,17,18030,2374,15656
12663,179,16,10,3,0,2,1524,210,1314
12678,4,0,0,0,0,0,36,4,32
0,0,0,0,0,0,0,0,0,0
12685,12,3,2,0,0,0,120,17,103
12687,6,3,1,0,0,0,60,10,50
12688,12,0,0,0,0,1,120,13,107
12689,18,2,1,1,1,1,174,24,150
12690,18,2,1,1,1,1,174,24,150
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12703,298,15,20,1,0,0,2598,334,2264
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12733,5,0,0,0,0,0,36,5,31
12751,7,4,0,0,0,0,120,11,109
12752,7,4,0,0,0,0,120,11,109
12753,12,2,0,0,0,0,108,14,94
12754,16,2,2,0,0,0,156,20,136
12756,15,3,3,0,0,0,126,21,105
12758,21,4,0,0,0,0,162,25,137
12759,11,2,2,0,0,0,120,15,105
12760,12,1,0,0,0,0,114,13,101
12762,10,0,0,0,0,0,90,10,80
12763,4,1,1,0,0,0,60,6,54
12768,6,0,0,1,0,0,66,7,59
0,0,0,0,0,0,0,0,0,0
12780,1634,186,158,37,14,9,15888,2038,13850
12805,10,2,0,1,1,3,132,17,115
12808,13,0,2,0,0,0,102,15,87
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12857,11,1,1,0,1,1,114,15,99
12860,4,0,1,0,0,0,36,5,31
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12872,13,4,1,1,0,0,126,19,107
12873,13,4,1,1,0,0,126,19,107
12876,17,3,3,0,0,0,156,23,133
0,0,0,0,0,0,0,0,0,0
12890,1791,172,119,52,38,21,16776,2193,14583
12914,14,2,2,1,0,0,126,19,107
12915,14,2,1,2,0,0,144,19,125
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12928,4,1,1,0,0,0,66,6,60
12934,319,46,36,8,4,5,3108,418,2690
12936,8,0,0,0,0,0,78,8,70
12938,6,0,0,0,0,0,42,6,36
12940,5,0,0,0,0,0,54,5,49
0,0,0,0,0,0,0,0,0,0
12958,642,60,33,48,3,5,6558,791,5767
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
12966,5,1,0,0,0,0,48,6,42
0,0,0,0,0,0,0,0,0,0
12971,1648,224,209,45,14,33,15402,2173,13229
12990,11,0,0,0,0,0,78,11,67
12991,7,0,0,0,0,0,54,7,47
12993,10,2,2,1,0,1,108,16,92
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13006,3,0,1,0,0,0,42,4,38
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13023,4,0,0,0,0,0,42,4,38
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13030,10,0,1,2,0,0,162,13,149
13033,11,2,1,1,0,0,96,15,81
13034,14,0,1,1,0,1,144,17,127
13035,14,0,0,0,0,0,108,14,94
13036,65,11,1,10,1,0,672,88,584
0,0,0,0,0,0,0,0,0,0
13078,10,2,1,2,0,0,120,15,105
13079,14,1,1,1,0,0,120,17,103
13082,8,1,0,0,0,0,102,9,93
13083,11,2,1,0,0,0,114,14,100
13085,14,0,0,0,0,0,126,14,112
0,0,0,0,0,0,0,0,0,0
13098,211,30,17,15,4,2,2472,279,2193
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13132,1690,194,138,30,25,11,15906,2088,13818
13139,13,2,2,0,1,0,108,18,90
13140,9,1,0,0,0,0,72,10,62
13146,16,2,1,0,0,0,138,19,119
13148,13,3,3,0,0,1,138,20,118
13151,65,11,6,0,0,0,612,82,530
13155,2,0,0,0,0,0,24,2,22
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13162,18,2,1,0,0,0,138,21,117
13165,7,0,0,1,0,0,66,8,58
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13215,9,3,3,0,0,0,120,15,105
13216,8,2,1,0,0,0,108,11,97
13217,4,0,0,0,0,0,48,4,44
13218,11,3,2,0,0,0,114,16,98
13227,4,0,1,0,0,0,72,5,67
13243,13,2,2,0,0,0,96,17,79
13251,6,0,0,0,0,0,66,6,60
13252,6,0,0,0,0,0,66,6,60
13255,3,0,0,0,0,0,36,3,33
13260,14,1,2,1,0,0,114,18,96
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13274,15,2,0,0,0,0,120,17,103
13275,6,0,0,0,1,1,66,8,58
13276,7,0,0,1,1,0,72,9,63
13278,5,0,0,1,0,0,72,6,66
13279,9,0,1,0,0,0,102,10,92
13280,9,1,2,0,0,0,96,12,84
13281,11,1,2,0,0,0,102,14,88
0,0,0,0,0,0,0,0,0,0
13288,54,3,4,0,0,0,558,61,497
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13339,17,2,1,0,0,0,156,20,136
13340,10,0,0,0,0,0,66,10,56
13341,21,0,0,0,0,0,156,21,135
13359,11,3,2,0,1,0,114,17,97
0,0,0,0,0,0,0,0,0,0
13364,15,0,0,0,0,0,114,15,99
13365,11,2,2,0,0,0,138,15,123
13367,109,10,4,1,2,1,1140,127,1013
13372,11,0,0,0,0,0,114,11,103
13373,11,0,0,0,0,0,114,11,103
13374,3,0,0,0,0,0,48,3,45
13375,6,0,0,0,0,0,54,6,48
13376,9,3,1,0,0,0,90,13,77
13377,8,1,1,1,0,0,72,11,61
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13398,11,0,0,0,0,1,90,12,78
13402,6,0,0,0,0,0,60,6,54
13408,7,0,1,0,0,0,84,8,76
0,0,0,0,0,0,0,0,0,0
13414,6,0,0,1,0,0,72,7,65
13415,12,3,2,1,0,0,108,18,90
13416,11,0,0,0,0,0,90,11,79
13417,4,1,1,0,0,0,36,6,30
0,0,0,0,0,0,0,0,0,0
13441,9,2,0,1,0,0,102,12,90
13445,8,4,1,0,0,1,120,14,106
13446,5,1,0,0,0,0,60,6,54
13447,7,3,1,0,0,0,78,11,67
13478,3,2,0,0,0,0,36,5,31
13479,6,0,0,0,0,0,48,6,42
13480,4,0,0,0,0,0,36,4,32
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13489,6,2,1,0,0,0,48,9,39
13490,12,1,2,1,0,0,102,16,86
13491,2,1,0,0,0,0,36,3,33
13493,11,2,2,0,0,0,72,15,57
13494,2,1,0,0,0,0,30,3,27
13496,3,1,0,0,0,0,36,4,32
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13515,189,12,7,3,0,0,1758,211,1547
13521,7,0,0,0,0,0,78,7,71
13522,11,0,0,0,0,0,108,11,97
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13538,13,0,0,0,0,0,96,13,83
13539,11,1,1,0,0,0,78,13,65
13540,22,1,0,0,0,0,156,23,133
13542,13,0,0,0,0,0,90,13,77
13543,13,0,0,0,0,0,90,13,77
0,0,0,0,0,0,0,0,0,0
13546,167,25,23,2,2,0,1614,219,1395
0,0,0,0,0,0,0,0,0,0
13578,5,0,0,0,0,0,60,5,55
13580,7,1,1,0,0,0,60,9,51
13588,3,1,0,0,0,0,54,4,50
13591,7,0,1,0,0,0,54,8,46
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13640,7,0,1,0,0,0,72,8,64
13642,21,2,0,0,0,0,168,23,145
13643,7,1,3,0,0,1,84,12,72
13644,7,0,0,0,0,0,78,7,71
0,0,0,0,0,0,0,0,0,0
13655,6,1,0,0,0,0,72,7,65
13656,16,3,2,0,0,0,138,21,117
13658,11,4,1,0,0,0,96,16,80
13659,13,3,1,0,0,1,144,18,126
13660,217,20,13,0,4,1,2052,255,1797
13681,12,0,1,0,0,0,108,13,95
13684,5,0,0,0,0,0,54,5,49
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13691,5,2,1,0,0,0,72,8,64
13695,20,3,2,0,0,0,156,25,131
13698,14,1,0,0,0,0,114,15,99
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13718,10,1,1,0,0,0,90,12,78
13719,14,0,0,0,0,0,120,14,106
13733,9,1,1,0,0,0,72,11,61
13738,578,50,41,8,2,12,5328,691,4637
13765,23,1,1,0,0,0,150,25,125
13766,10,0,0,0,0,0,90,10,80
13770,4,1,1,0,0,0,42,6,36
0,0,0,0,0,0,0,0,0,0
13789,1289,147,95,59,10,10,11826,1610,10216
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13806,3,1,0,0,0,0,48,4,44
13807,9,3,0,0,0,0,96,12,84
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13830,4,1,0,0,0,0,48,5,43
13831,9,0,0,1,0,1,114,11,103
13832,11,2,0,0,0,0,102,13,89
13833,10,0,0,0,0,0,108,10,98
13834,7,0,0,0,0,0,66,7,59
13836,12,0,0,0,0,0,108,12,96
13838,13,4,3,0,0,0,96,20,76
13839,18,1,0,0,0,1,162,20,142
13842,207,22,16,9,0,0,1932,254,1678
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13874,13,3,1,0,0,0,114,17,97
13875,13,3,1,0,0,0,114,17,97
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13888,1,0,0,0,0,0,18,1,17
13889,6,0,0,0,0,0,60,6,54
13890,3,0,2,0,0,0,48,5,43
13912,5,1,1,0,0,0,66,7,59
13913,8,0,1,0,0,0,84,9,75
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13923,156,18,11,1,2,0,1410,188,1222
13925,21,1,0,2,0,0,186,24,162
13927,9,2,2,0,0,0,84,13,71
13928,14,2,0,0,0,0,114,16,98
0,0,0,0,0,0,0,0,0,0
13944,274,42,27,3,4,1,2514,351,2163
13946,12,0,0,0,1,1,102,14,88
13947,12,0,0,0,1,1,102,14,88
13954,16,4,2,1,0,0,162,23,139
13956,13,1,1,0,0,0,96,15,81
13957,6,1,0,0,0,0,72,7,65
0,0,0,0,0,0,0,0,0,0
13965,7,2,0,0,0,0,78,9,69
13968,8,0,0,0,0,0,60,8,52
13969,11,1,1,0,0,0,108,13,95
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13975,15,3,1,0,0,0,138,19,119
13977,12,3,1,0,0,0,108,16,92
13979,12,2,2,2,0,0,126,18,108
13980,18,1,0,0,0,0,126,19,107
14007,1011,119,84,38,13,12,9456,1277,8179
14013,695,116,57,19,2,6,6882,895,5987
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14023,4,0,0,0,0,0,30,4,26
14038,257,25,16,10,4,3,2412,315,2097
14040,7,0,1,0,1,0,84,9,75
14042,14,5,2,1,0,0,162,22,140
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14054,9,4,1,0,0,0,102,14,88
14056,8,1,1,1,0,0,60,11,49
14067,10,3,2,0,0,0,90,15,75
0,0,0,0,0,0,0,0,0,0
14075,8,2,1,0,0,0,90,11,79
14076,8,2,1,0,0,0,90,11,79
14077,12,1,1,0,0,0,120,14,106
14078,8,1,1,0,0,0,84,10,74
14081,8,0,0,0,0,0,126,8,118
14082,266,12,21,7,3,2,2592,311,2281
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14092,280,18,13,3,1,3,2484,318,2166
14112,14,1,1,0,0,0,114,16,98
14113,18,2,1,1,0,0,138,22,116
14117,8,2,0,0,0,0,96,10,86
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14129,3,1,0,0,0,0,36,4,32
14147,4,5,0,0,0,0,66,9,57
14149,8,3,1,0,0,0,78,12,66
14151,9,1,0,0,0,1,72,11,61
14153,9,1,0,0,0,0,78,10,68
14154,3,1,0,0,0,0,42,4,38
0,0,0,0,0,0,0,0,0,0
14172,75,13,5,1,0,0,792,94,698
0,0,0,0,0,0,0,0,0,0
14182,9,0,0,0,0,1,78,10,68
14184,22,0,0,1,0,0,168,23,145
0,0,0,0,0,0,0,0,0,0
14186,22,0,0,1,0,0,168,23,145
14197,7,0,2,0,0,0,66,9,57
14198,6,0,0,0,0,0,54,6,48
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14234,7,0,0,0,0,0,78,7,71
14236,20,3,2,0,0,0,150,25,125
14238,6,1,1,1,0,0,66,9,57
14239,6,1,1,1,0,0,66,9,57
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14254,10,3,3,0,0,0,126,16,110
14255,4,1,2,0,0,0,60,7,53
14256,8,2,2,0,0,0,102,12,90
0,0,0,0,0,0,0,0,0,0
14260,98,8,5,1,0,3,1074,115,959
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14268,3,1,1,0,0,0,36,5,31
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14296,11,3,4,0,0,0,90,18,72
14297,165,11,15,1,0,0,1854,192,1662
14299,3,0,1,0,0,0,30,4,26
14301,1,0,0,0,0,0,12,1,11
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14314,11,0,0,2,0,0,96,13,83
14318,17,2,1,1,0,0,132,21,111
14319,9,1,1,0,0,0,90,11,79
14320,5,0,1,1,0,0,72,7,65
14341,13,1,1,0,0,0,108,15,93
14342,7,2,1,0,0,0,72,10,62
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14350,19,2,2,0,0,0,132,23,109
14353,12,2,3,0,1,0,138,18,120
14354,9,1,2,0,0,0,78,12,66
14355,11,1,1,4,0,0,120,17,103
14359,225,27,21,2,5,1,2328,281,2047
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14371,16,3,3,0,0,0,138,22,116
14374,5,0,2,0,0,0,66,7,59
14381,8,2,2,0,0,0,90,12,78
0,0,0,0,0,0,0,0,0,0
14402,5,0,0,0,0,0,36,5,31
14403,6,0,0,0,0,0,78,6,72
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14408,328,50,40,11,0,0,2970,429,2541
0,0,0,0,0,0,0,0,0,0
14418,11,0,0,0,0,0,102,11,91
14419,9,3,0,1,0,0,96,13,83
14420,7,2,0,0,0,0,66,9,57
14421,15,3,2,0,0,0,114,20,94
14422,14,3,3,0,0,0,90,20,70
14423,5,0,0,0,0,0,42,5,37
14426,213,16,12,0,1,1,2052,243,1809
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14477,12,1,3,0,1,0,114,17,97
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14488,6,0,0,0,0,0,48,6,42
14492,11,1,2,0,0,0,84,14,70
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14568,12,1,2,0,2,0,114,17,97
14569,9,1,2,0,1,0,78,13,65
14570,17,0,0,0,0,0,120,17,103
14571,4,0,1,0,0,0,48,5,43
14573,11,1,1,0,0,0,108,13,95
14575,5,1,1,0,0,0,42,7,35
14576,24,2,2,0,1,0,192,29,163
14577,19,3,4,0,0,0,150,26,124
14589,12,1,1,0,0,0,108,14,94
14590,4,0,0,1,0,0,54,5,49
14591,15,6,5,0,0,1,126,27,99
14597,75,10,14,2,0,0,900,101,799
14603,3,0,0,0,0,0,30,3,27
14605,6,0,0,0,1,0,54,7,47
14623,1390,189,133,93,16,34,13992,1855,12137
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14675,261,24,14,1,4,7,2328,311,2017
14677,10,0,0,0,0,0,78,10,68
14678,4,0,0,0,0,0,36,4,32
14680,4,0,0,0,1,0,54,5,49
14684,9,4,0,0,0,0,84,13,71
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14716,15,4,5,1,0,1,162,26,136
14718,13,2,2,0,0,0,108,17,91
0,0,0,0,0,0,0,0,0,0
14729,186,18,17,6,1,4,2004,232,1772
0,0,0,0,0,0,0,0,0,0
14739,18,3,6,1,0,1,168,29,139
14744,111,16,9,1,3,0,1278,140,1138
14749,19,3,1,0,1,0,180,24,156
0,0,0,0,0,0,0,0,0,0
14760,14,1,1,0,0,0,96,16,80
14761,10,2,2,0,0,0,114,14,100
14762,11,0,0,0,0,0,84,11,73
14763,10,0,0,0,0,0,96,10,86
0,0,0,0,0,0,0,0,0,0
14789,7,0,0,0,0,0,54,7,47
14790,10,0,0,0,0,0,96,10,86
0,0,0,0,0,0,0,0,0,0
14795,6,0,0,0,0,0,60,6,54
14796,8,0,0,0,0,0,60,8,52
0,0,0,0,0,0,0,0,0,0
14801,6,3,0,0,0,0,90,9,81
0,0,0,0,0,0,0,0,0,0
14804,7,3,2,1,0,1,108,14,94
14811,11,1,1,0,0,0,120,13,107
14814,17,4,1,0,1,0,162,23,139
14815,20,1,1,0,0,0,156,22,134
14818,5,1,1,0,0,0,48,7,41
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14842,273,13,7,7,14,0,2634,314,2320
14844,7,1,1,0,0,0,60,9,51
14845,4,0,0,0,0,0,36,4,32
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
14859,68,5,2,1,0,0,816,76,740
0,0,0,0,0,0,0,0,0,0
14865,9,1,2,0,0,0,84,12,72
0,0,0,0,0,0,0,0,0,0
14869,11,1,1,0,0,0,90,13,77
14870,7,3,1,0,0,0,66,11,55
14871,5,0,0,0,0,0,42,5,37
14872,14,2,2,2,0,0,108,20,88
14880,5,0,0,0,0,1,48,6,42
14889,1864,271,191,81,22,41,18432,2470,15962
0,0,0,0,0,0,0,0,0,0
14898,342,46,25,9,6,5,3204,433,2771
0,0,0,0,0,0,0,0,0,0
14909,10,1,0,0,0,1,108,12,96
14913,15,0,1,0,0,0,132,16,116
0,0,0,0,0,0,0,0,0,0
14931,8,1,0,0,0,0,78,9,69
14932,3,1,1,0,0,0,36,5,31
14934,10,1,0,1,0,0,90,12,78
14935,6,1,0,1,0,0,66,8,58
14937,9,1,0,0,0,0,78,10,68
0,0,0,0,0,0,0,0,0,0
14953,6,1,3,0,0,0,72,10,62
14954,17,5,4,1,0,0,156,27,129
14955,17,5,4,1,0,0,156,27,129
0,0,0,0,0,0,0,0,0,0
