postId,l1,l2,l3,l4,l5,l6,processed,found,missed
14683,13,3,2,0,0,0,102,18,84
14685,9,0,0,0,0,0,66,9,57
14695,276,28,16,6,2,2,2460,330,2130
14703,281,50,44,15,9,5,2694,404,2290
14717,1,2,1,0,0,0,30,4,26
14715,5,0,0,0,0,0,42,5,37
14725,173,30,17,2,2,0,1980,224,1756
0,0,0,0,0,0,0,0,0,0
14740,12,2,3,0,0,0,138,17,121
14750,6,0,1,0,0,0,60,7,53
14758,269,35,17,6,3,2,2712,332,2380
14771,1753,253,162,76,19,25,17526,2288,15238
14773,1330,166,114,35,5,16,12258,1666,10592
14775,1180,160,129,30,9,25,11226,1533,9693
14777,1403,192,151,85,36,41,13452,1908,11544
14783,882,118,99,40,10,21,9432,1170,8262
14785,1500,181,146,102,8,13,15294,1950,13344
14787,288,20,17,0,2,1,3030,328,2702
14793,204,25,11,23,2,2,2112,267,1845
14799,121,20,9,14,3,1,1518,168,1350
14805,10,2,1,1,1,0,120,15,105
14809,291,34,28,12,12,4,3138,381,2757
14812,7,0,0,0,1,0,84,8,76
14816,10,2,4,1,0,1,102,18,84
14817,12,0,0,0,0,0,114,12,102
14819,16,2,2,0,0,0,138,20,118
14840,305,30,25,6,3,3,3102,372,2730
14846,7,0,0,0,1,0,60,8,52
14847,12,0,0,1,1,0,126,14,112
14855,259,55,27,14,5,7,2766,367,2399
14861,129,23,12,4,0,0,1230,168,1062
14873,8,2,0,0,0,0,84,10,74
14874,145,22,14,13,7,2,1932,203,1729
14878,231,22,7,6,1,2,2310,269,2041
14881,1009,120,105,36,10,11,10278,1291,8987
14885,1639,204,181,80,24,15,15474,2143,13331
14887,1666,187,174,50,14,22,16200,2113,14087
14891,752,137,78,47,16,28,8352,1058,7294
14893,0,0,0,0,0,0,0,0,0
14903,410,52,34,12,11,5,4638,524,4114
14905,11,1,0,0,0,0,138,12,126
0,0,0,0,0,0,0,0,0,0
14910,239,39,33,2,2,0,2574,315,2259
14912,7,1,0,0,0,0,72,8,64
14927,222,21,18,5,1,6,2262,273,1989
14930,5,0,0,0,0,0,48,5,43
14933,6,1,0,1,0,0,66,8,58
14936,11,2,2,0,2,0,90,17,73
14951,194,28,39,15,6,1,1800,283,1517
14956,10,2,4,1,1,0,132,18,114
14957,18,3,1,1,1,0,138,24,114
14964,112,25,6,0,0,0,1206,143,1063
14967,6,1,0,0,0,0,54,7,47
14968,9,0,0,1,0,0,84,10,74
14971,324,53,51,8,12,14,3738,462,3276
14979,166,19,10,4,1,2,1812,202,1610
14984,3,1,0,0,0,0,42,4,38
14987,1015,155,122,35,12,16,10752,1355,9397
14993,97,8,5,1,0,0,924,111,813
14998,294,33,20,10,1,2,2844,360,2484
15003,162,25,14,5,3,0,1992,209,1783
15005,10,1,0,0,0,0,96,11,85
15008,7,4,3,1,0,0,108,15,93
15009,10,2,2,0,0,0,108,14,94
15013,3,2,0,2,0,0,78,7,71
15016,7,1,0,0,0,0,54,8,46
15040,258,28,26,6,3,2,2502,323,2179
0,0,0,0,0,0,0,0,0,0
15074,287,24,21,1,3,4,2640,340,2300
15076,74,11,3,1,0,1,900,90,810
0,0,0,0,0,0,0,0,0,0
15084,446,50,44,19,2,6,4542,567,3975
15092,12,1,1,0,0,0,114,14,100
15096,2228,236,177,93,18,24,21330,2776,18554
15098,1697,214,164,81,12,11,15666,2179,13487
15102,1922,217,173,65,26,15,18690,2418,16272
15104,0,0,0,0,0,0,0,0,0
15106,810,108,64,24,9,12,8118,1027,7091
15108,0,0,0,0,0,0,0,0,0
15110,1582,226,195,66,34,34,16134,2137,13997
15112,1373,174,157,71,15,15,13116,1805,11311
15117,75,9,9,2,0,0,672,95,577
15125,461,58,43,9,10,9,4296,590,3706
15129,625,64,49,12,17,3,6960,770,6190
15135,15,0,0,0,1,0,120,16,104
15137,10,1,1,0,1,0,132,13,119
15140,257,51,26,9,12,3,2892,358,2534
15147,63,8,7,0,0,1,678,79,599
15154,129,20,7,2,0,0,1308,158,1150
15163,95,25,14,1,2,1,954,138,816
15167,9,1,1,1,0,0,78,12,66
15171,241,40,17,5,3,1,2178,307,1871
15177,878,115,95,25,14,5,8196,1132,7064
15179,201,38,23,14,4,9,2766,289,2477
15181,0,0,0,0,0,0,0,0,0
15183,0,0,0,0,0,0,0,0,0
15185,1819,153,117,32,6,51,16746,2178,14568
15188,121,14,12,1,3,0,1116,151,965
15219,193,20,19,0,12,2,2166,246,1920
15223,11,2,0,0,0,0,102,13,89
15224,11,1,3,0,0,0,96,15,81
0,0,0,0,0,0,0,0,0,0
15252,312,31,15,11,6,7,3216,382,2834
15254,3,0,0,0,0,0,48,3,45
437,27,4,6,0,0,1,216,38,178
24,1415,173,131,38,16,11,13668,1784,11884
4778,18,4,6,1,0,0,168,29,139
4821,12,1,1,1,0,0,108,15,93
0,0,0,0,0,0,0,0,0,0
3569,212,22,13,4,1,1,2370,253,2117
5424,75,12,17,2,0,0,690,106,584
5374,13,2,1,0,0,0,102,16,86
5378,8,2,1,0,0,0,72,11,61
0,0,0,0,0,0,0,0,0,0
4978,12,2,2,0,0,1,114,17,97
459,21,0,0,1,0,1,204,23,181
551,313,33,20,2,3,2,2940,373,2567
4560,24,5,4,0,0,1,216,34,182
593,11,0,1,0,0,0,96,12,84
778,11,1,0,0,0,0,90,12,78
5336,18,4,2,0,0,0,150,24,126
5333,18,3,2,1,0,0,162,24,138
767,4,0,0,0,0,0,42,4,38
782,15,1,2,0,0,0,132,18,114
4559,11,0,0,0,2,0,96,13,83
797,19,1,2,1,1,0,162,24,138
4822,17,1,0,0,1,0,132,19,113
830,7,1,1,0,0,0,60,9,51
854,7,2,2,0,1,0,84,12,72
860,7,2,2,0,1,0,84,12,72
898,3,0,0,0,0,1,42,4,38
925,9,0,0,0,0,0,78,9,69
969,12,2,1,0,0,0,144,15,129
4993,97,6,9,3,0,1,876,116,760
1054,22,1,2,2,1,0,174,28,146
1069,4,1,0,1,0,1,72,7,65
1072,7,0,0,1,0,0,102,8,94
4810,24,2,2,1,0,0,186,29,157
5232,6,1,1,0,0,0,66,8,58
5236,9,2,1,1,2,0,102,15,87
5229,8,1,0,0,0,0,66,9,57
0,0,0,0,0,0,0,0,0,0
4731,7,0,0,1,0,0,78,8,70
4601,322,55,33,16,4,4,4386,434,3952
1184,19,1,1,0,0,0,138,21,117
0,0,0,0,0,0,0,0,0,0
5172,15,2,1,1,0,0,162,19,143
0,0,0,0,0,0,0,0,0,0
1472,265,29,26,4,1,8,2538,333,2205
1508,163,7,7,2,1,0,1578,180,1398
5288,6,0,0,0,0,0,60,6,54
5291,9,1,0,0,0,0,78,10,68
5273,14,0,0,0,0,1,132,15,117
0,0,0,0,0,0,0,0,0,0
4888,6,2,2,0,0,0,78,10,68
4889,6,2,2,0,0,0,72,10,62
4781,11,1,1,0,0,0,96,13,83
4782,411,66,46,9,1,4,4014,537,3477
1630,11,3,1,0,0,0,102,15,87
1648,3,0,0,0,0,0,30,3,27
1652,10,1,1,1,0,0,90,13,77
4949,2,2,1,0,0,0,48,5,43
4950,27,6,2,0,0,0,204,35,169
4951,8,2,1,0,0,0,66,11,55
0,0,0,0,0,0,0,0,0,0
4953,16,3,2,0,0,0,120,21,99
4955,21,3,3,0,0,0,174,27,147
5109,20,2,1,2,0,0,180,25,155
5110,13,0,0,0,0,0,126,13,113
5130,13,3,1,0,0,0,120,17,103
1807,7,0,0,0,0,0,66,7,59
1731,11,0,0,0,0,0,114,11,103
1748,278,31,27,5,1,0,2562,342,2220
5151,15,0,0,0,0,0,132,15,117
1811,2,0,0,0,0,0,30,2,28
3832,807,91,49,11,14,3,7812,975,6837
3749,91,11,6,1,2,0,1086,111,975
5100,7,1,0,1,0,0,54,9,45
5102,14,2,0,0,0,0,102,16,86
1849,13,1,0,1,0,0,120,15,105
5082,17,3,2,0,0,1,138,23,115
5081,16,2,1,1,0,0,144,20,124
5065,10,2,2,1,1,0,102,16,86
1912,12,0,1,0,0,0,102,13,89
4796,2,1,0,0,0,0,42,3,39
4901,9,2,1,0,0,0,72,12,60
4903,9,0,0,0,0,0,72,9,63
4904,8,1,2,0,0,0,78,11,67
4905,15,1,1,0,1,0,108,18,90
4906,8,0,0,0,0,0,78,8,70
4907,10,2,1,0,0,0,78,13,65
4910,3,0,0,0,0,0,36,3,33
5040,12,2,2,0,0,0,114,16,98
5028,10,2,0,0,0,1,102,13,89
5029,15,2,0,0,0,0,120,17,103
5034,14,2,2,0,0,0,144,18,126
5024,5,0,0,0,0,1,48,6,42
5027,7,4,2,1,1,0,84,15,69
5003,17,2,3,0,1,0,138,23,115
5043,353,20,16,5,1,0,3612,395,3217
4998,18,2,0,0,0,0,174,20,154
4999,6,3,2,1,0,0,72,12,60
5000,12,1,0,0,0,0,108,13,95
5001,8,3,3,0,0,2,114,16,98
4913,12,2,1,1,0,0,114,16,98
4960,9,2,1,0,0,0,72,12,60
1985,11,1,1,0,0,0,84,13,71
4921,8,2,2,0,0,0,108,12,96
4923,11,0,0,1,0,1,90,13,77
2018,187,13,11,6,0,0,2202,217,1985
2024,6,1,0,0,0,0,66,7,59
2026,16,2,0,3,0,0,144,21,123
4892,4,1,1,0,0,0,42,6,36
4894,13,3,1,0,0,0,108,17,91
4895,8,0,0,0,0,0,66,8,58
4896,17,1,2,0,0,0,138,20,118
4791,12,1,4,0,0,0,114,17,97
4792,6,0,0,0,0,0,54,6,48
4793,9,1,1,0,0,0,66,11,55
4794,11,2,1,0,0,0,96,14,82
2143,13,1,1,0,0,0,120,15,105
2145,25,2,1,1,0,0,264,29,235
2147,19,0,3,1,0,0,198,23,175
2170,11,2,1,0,0,0,90,14,76
2252,3,0,0,0,0,0,36,3,33
2280,4,0,1,0,0,0,48,5,43
2284,7,0,0,0,0,0,66,7,59
2289,12,2,1,1,2,0,120,18,102
2989,7,3,0,0,0,0,72,10,62
3071,24,2,0,1,0,0,210,27,183
4020,4,0,1,0,0,0,54,5,49
2941,12,2,3,2,0,0,150,19,131
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
3616,233,34,22,9,2,3,2706,303,2403
3099,18,4,3,0,0,0,126,25,101
3086,12,0,0,0,0,0,108,12,96
3999,20,1,1,0,0,0,162,22,140
2471,14,2,1,0,1,0,126,18,108
2477,20,4,3,0,0,0,174,27,147
2479,20,0,0,0,0,0,132,20,112
2503,9,3,1,0,0,0,96,13,83
2505,17,2,0,0,0,0,132,19,113
2510,12,2,2,1,0,0,114,17,97
4003,3,0,1,0,0,0,48,4,44
3282,205,28,13,1,0,2,1992,249,1743
2647,5,2,0,0,0,0,60,7,53
3596,3,0,0,0,0,0,36,3,33
2663,6,1,0,1,0,1,66,9,57
4006,20,0,0,1,0,0,162,21,141
2669,11,0,1,1,0,0,108,13,95
2703,17,2,2,0,0,0,150,21,129
2708,6,1,0,0,0,0,60,7,53
2710,7,0,0,0,0,0,84,7,77
2712,9,1,1,0,0,0,90,11,79
2714,10,1,0,0,0,0,114,11,103
2718,9,1,1,1,0,0,102,12,90
2754,191,16,18,4,4,0,1746,233,1513
2796,10,2,1,0,0,0,120,13,107
2800,7,2,0,1,0,0,72,10,62
5346,9,0,0,0,0,0,96,9,87
5348,15,1,0,0,0,0,144,16,128
5167,980,120,89,9,5,12,9474,1215,8259
3035,7,1,1,0,0,0,66,9,57
3049,6,0,1,0,0,0,48,7,41
3065,405,37,20,5,3,1,3690,471,3219
3426,19,1,2,1,0,0,156,23,133
3461,12,2,1,0,0,0,126,15,111
3463,13,0,0,0,0,0,102,13,89
3491,207,23,18,7,2,0,1842,257,1585
3474,4,1,1,1,0,0,60,7,53
3473,12,1,1,0,0,0,126,14,112
3502,5,0,0,0,0,0,90,5,85
3503,6,0,0,0,0,1,72,7,65
0,0,0,0,0,0,0,0,0,0
3507,12,2,1,1,1,0,126,17,109
3508,11,3,0,0,0,0,102,14,88
3511,10,1,0,0,0,0,102,11,91
3656,140,17,13,4,1,3,1602,178,1424
0,0,0,0,0,0,0,0,0,0
3643,2414,223,176,74,17,7,22902,2911,19991
3635,486,62,50,29,1,6,5010,634,4376
3637,5,1,0,0,0,0,102,6,96
3661,155,26,17,5,0,1,1596,204,1392
3699,12,0,0,0,0,0,102,12,90
3702,10,1,1,0,0,0,90,12,78
3703,9,1,0,0,1,0,90,11,79
3704,11,2,1,0,1,0,96,15,81
3707,90,7,4,6,1,2,984,110,874
3731,281,43,19,5,3,2,2856,353,2503
3844,451,37,32,4,3,2,4050,529,3521
3857,1716,224,142,73,24,22,16494,2201,14293
3873,53,4,2,0,2,0,606,61,545
3880,124,18,11,3,1,0,2190,157,2033
3904,95,7,5,0,0,0,774,107,667
3923,14,0,0,0,0,0,102,14,88
3955,574,73,59,29,1,2,5274,738,4536
3925,4,0,1,0,0,0,36,5,31
3928,6,1,3,0,1,0,66,11,55
3945,12,0,1,0,0,0,120,13,107
3953,70,5,7,0,0,1,798,83,715
3961,10,0,0,0,0,0,72,10,62
3963,15,1,0,0,0,0,144,16,128
3964,17,5,4,1,0,0,150,27,123
3965,25,2,2,1,0,0,180,30,150
3966,10,1,1,1,0,0,96,13,83
3967,10,1,1,1,0,0,96,13,83
3968,16,1,1,0,0,0,150,18,132
3972,9,0,0,1,0,0,96,10,86
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
3987,284,31,20,8,2,2,2508,347,2161
4021,23,4,5,0,0,0,198,32,166
4022,23,4,5,0,0,0,198,32,166
4023,9,1,2,1,0,0,90,13,77
4025,419,34,19,12,3,0,4722,487,4235
4033,38,3,5,0,1,1,354,48,306
4040,254,21,10,4,2,2,2472,293,2179
4045,11,0,1,0,0,0,78,12,66
4046,6,0,1,2,0,0,78,9,69
4047,9,0,0,0,0,0,102,9,93
4048,8,3,2,1,0,0,114,14,100
4049,8,3,2,1,0,0,114,14,100
4050,16,1,0,0,0,0,126,17,109
4052,3,1,1,0,1,0,36,6,30
4054,13,1,0,0,0,0,102,14,88
4071,18,2,2,1,0,0,174,23,151
4072,10,2,1,0,0,0,120,13,107
4073,10,1,1,0,0,0,90,12,78
4074,6,0,0,1,0,0,54,7,47
4075,6,1,2,0,0,0,72,9,63
4126,8,2,2,0,0,0,78,12,66
4128,12,2,1,0,0,0,126,15,111
4130,8,0,0,0,0,0,90,8,82
4132,13,1,1,0,0,0,138,15,123
4135,4,1,0,0,0,0,66,5,61
4135,4,1,0,0,0,0,66,5,61
4137,11,2,1,0,0,1,156,15,141
4138,9,0,0,0,0,0,72,9,63
4139,12,2,2,0,1,1,144,18,126
4141,8,3,0,0,1,0,96,12,84
4145,6,2,0,0,0,0,96,8,88
4148,6,0,1,0,0,0,66,7,59
4149,19,3,1,0,0,0,216,23,193
4187,4,0,0,0,0,0,54,4,50
4188,8,1,2,1,1,1,90,14,76
4189,19,5,4,1,0,0,162,29,133
4191,15,2,2,2,0,0,138,21,117
4194,4,0,0,0,0,0,42,4,38
15196,28,1,3,0,0,0,216,32,184
6427,5,2,1,0,0,0,60,8,52
4251,14,4,0,0,1,0,144,19,125
4256,12,3,3,2,0,0,132,20,112
4257,23,3,1,0,0,0,216,27,189
4259,25,5,2,0,1,0,222,33,189
4303,208,24,10,9,0,0,2136,251,1885
4309,9,0,0,1,0,0,78,10,68
4314,18,3,6,0,0,0,180,27,153
4317,10,0,0,0,0,0,72,10,62
4318,8,0,3,1,0,0,150,12,138
4319,11,1,1,0,0,0,138,13,125
4320,11,1,0,1,0,0,102,13,89
4322,19,3,2,0,0,0,150,24,126
4324,11,0,0,0,0,1,96,12,84
4374,5,0,0,1,0,0,42,6,36
4389,13,2,3,0,0,0,114,18,96
4396,10,2,2,0,0,0,78,14,64
4402,7,0,0,0,0,0,72,7,65
4405,4,0,3,0,0,0,60,7,53
4407,5,1,1,0,0,0,60,7,53
4408,4,1,0,0,0,0,60,5,55
4409,4,1,0,0,0,0,54,5,49
4410,9,2,2,0,0,0,66,13,53
4411,5,0,1,0,0,0,60,6,54
4413,2,0,0,1,0,0,48,3,45
4415,6,1,1,0,1,0,66,9,57
0,0,0,0,0,0,0,0,0,0
4418,9,1,1,0,1,0,72,12,60
4419,5,2,1,0,0,1,54,9,45
4434,11,0,1,0,0,0,96,12,84
4435,8,1,0,0,0,1,102,10,92
4485,5,0,0,0,0,0,60,5,55
4472,7,0,0,0,0,0,48,7,41
4473,7,2,1,0,0,0,72,10,62
4474,10,1,1,0,0,0,84,12,72
4479,8,3,3,0,0,0,90,14,76
4507,12,1,1,0,0,1,108,15,93
4510,9,1,0,1,0,0,84,11,73
4511,7,0,1,0,0,0,60,8,52
4512,7,3,1,0,0,0,78,11,67
4513,13,1,1,0,0,0,96,15,81
4514,10,3,2,0,0,0,90,15,75
4515,10,3,2,0,0,0,90,15,75
4540,9,0,0,0,0,0,90,9,81
4546,11,0,0,0,0,0,78,11,67
4547,11,2,1,1,1,0,126,16,110
4549,8,2,1,0,1,0,90,12,78
4550,4,0,0,0,0,0,72,4,68
4552,6,2,2,0,0,0,84,10,74
4638,10,1,1,0,0,0,102,12,90
4586,63,6,2,3,2,0,654,76,578
4611,8,0,0,0,0,0,90,8,82
4615,11,2,2,0,0,0,102,15,87
4618,15,2,2,1,0,0,132,20,112
4621,12,3,1,0,0,0,114,16,98
4639,5,0,0,0,0,0,42,5,37
4640,10,1,1,1,0,0,120,13,107
4642,7,0,0,0,0,1,84,8,76
4643,5,0,0,0,0,0,66,5,61
4644,12,1,2,1,0,0,126,16,110
4684,539,47,24,8,3,1,4680,622,4058
4647,5,0,0,0,0,0,54,5,49
4671,11,1,1,0,0,0,132,13,119
4675,10,2,2,1,0,0,114,15,99
4676,9,2,2,0,1,0,114,14,100
4890,9,0,1,0,0,0,108,10,98
4774,16,5,4,1,0,0,144,26,118
4744,11,5,2,1,0,0,126,19,107
4746,16,1,2,0,0,1,150,20,130
4747,16,1,2,0,0,1,150,20,130
4748,12,1,0,0,0,0,96,13,83
4749,4,1,0,0,0,0,36,5,31
4771,11,0,0,0,0,0,78,11,67
4773,3,0,0,0,0,0,24,3,21
4806,15,1,0,0,0,0,138,16,122
4814,9,2,0,1,0,1,96,13,83
4815,13,1,1,0,0,0,96,15,81
4818,6,1,1,0,0,0,78,8,70
4845,636,46,39,4,5,1,6306,731,5575
5602,11,1,0,3,0,0,108,15,93
5611,15,1,1,3,0,0,120,20,100
5858,11,1,0,0,1,0,102,13,89
5859,7,2,2,0,0,0,72,11,61
5887,9,0,0,0,0,0,66,9,57
5891,58,7,7,0,0,0,606,72,534
5893,125,41,30,4,3,8,1638,211,1427
5915,8,2,2,0,0,0,114,12,102
5916,5,0,1,0,0,0,72,6,66
5921,11,0,0,0,0,0,102,11,91
5928,15,2,1,1,0,0,126,19,107
5929,18,3,1,0,0,0,138,22,116
5949,15,0,0,0,0,0,120,15,105
5954,15,1,1,1,0,0,156,18,138
5960,9,0,1,1,0,1,126,12,114
5985,4,1,0,0,0,0,48,5,43
5994,16,3,3,0,0,0,132,22,110
6017,13,2,0,0,0,0,108,15,93
6020,11,0,1,1,0,1,120,14,106
6046,80,11,11,1,0,0,624,103,521
6057,11,3,2,0,0,2,132,18,114
6059,10,1,0,0,0,1,102,12,90
6065,16,5,1,0,0,0,126,22,104
6089,8,0,0,1,0,1,72,10,62
6182,241,21,17,8,1,4,2208,292,1916
6118,5,1,0,0,0,0,54,6,48
6123,3,2,1,1,0,1,90,8,82
6124,11,2,2,1,0,1,138,17,121
6146,13,1,0,0,0,0,126,14,112
6150,11,2,0,0,0,0,114,13,101
6180,10,0,0,0,1,0,84,11,73
6181,7,3,1,0,0,0,72,11,61
6201,226,22,8,7,2,0,2142,265,1877
6212,281,34,24,8,7,4,2958,358,2600
6234,6,1,1,0,0,1,66,9,57
6241,5,0,0,3,0,0,42,8,34
6242,135,6,9,3,9,0,1452,162,1290
6266,7,1,0,0,0,0,78,8,70
6267,6,1,1,0,0,0,78,8,70
6270,0,0,0,0,0,0,12,0,12
6294,8,2,0,1,0,0,114,11,103
6296,7,1,0,0,0,0,84,8,76
6300,9,0,1,0,0,0,102,10,92
6307,6,1,0,0,0,0,78,7,71
6308,11,3,0,0,0,0,150,14,136
6309,20,1,1,0,0,0,168,22,146
6310,16,3,1,1,0,0,162,21,141
6311,16,3,1,1,0,0,162,21,141
6336,12,2,1,0,0,0,126,15,111
6339,12,1,0,0,0,0,108,13,95
6344,9,4,1,1,0,0,138,15,123
6346,13,1,0,1,2,0,132,17,115
6347,13,1,0,1,2,0,132,17,115
6352,8,1,0,0,1,0,90,10,80
6359,8,1,1,0,0,0,84,10,74
6361,18,2,1,0,0,0,156,21,135
6374,9,1,0,1,0,0,90,11,79
6381,14,3,2,1,0,1,156,21,135
6406,13,0,2,0,0,1,132,16,116
6407,6,2,2,0,1,0,96,11,85
6410,12,2,3,0,0,0,132,17,115
6411,16,1,0,0,0,0,150,17,133
6415,12,1,2,0,0,0,120,15,105
6417,15,2,0,1,0,0,162,18,144
6419,6,1,1,0,0,0,78,8,70
6442,285,18,15,3,2,0,2742,323,2419
6449,3,1,0,0,0,0,30,4,26
6472,24,0,0,0,1,0,240,25,215
6493,5,1,0,0,0,0,60,6,54
6495,16,2,2,0,0,1,144,21,123
6497,3,0,0,0,0,0,42,3,39
6498,18,5,8,0,0,1,168,32,136
6500,16,4,2,0,0,0,138,22,116
6501,15,0,0,0,0,0,132,15,117
6502,14,0,0,0,0,1,120,15,105
6517,5,0,0,0,0,0,54,5,49
6539,7,3,1,0,0,0,96,11,85
6540,8,0,0,0,2,0,96,10,86
6541,18,2,0,1,0,0,156,21,135
6542,18,2,0,1,0,0,156,21,135
6543,18,2,0,1,0,0,156,21,135
6546,4,0,1,0,0,0,54,5,49
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
6613,15,3,3,0,1,1,156,23,133
6614,11,2,3,0,0,0,108,16,92
6615,11,2,3,0,0,0,108,16,92
6616,7,1,1,2,0,0,96,11,85
6618,4,0,1,0,1,0,78,6,72
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
6649,26,1,1,0,0,0,198,28,170
6656,6,2,1,0,0,0,72,9,63
6682,20,0,0,2,0,1,144,23,121
6683,1,0,0,0,0,0,12,1,11
0,0,0,0,0,0,0,0,0,0
6699,564,46,36,13,7,6,5502,672,4830
6703,8,1,2,0,0,0,84,11,73
6705,13,4,2,1,0,0,126,20,106
6708,17,4,2,1,0,0,168,24,144
6711,9,0,0,1,0,0,84,10,74
6715,15,0,0,0,0,0,138,15,123
6721,6,4,3,1,1,2,114,17,97
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
6801,15,1,0,1,0,0,150,17,133
6806,19,3,3,0,0,1,168,26,142
6825,123,16,6,8,1,3,1320,157,1163
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8550,17,2,1,0,0,0,138,20,118
8551,17,2,1,0,0,0,138,20,118
0,0,0,0,0,0,0,0,0,0
6856,150,3,1,3,0,0,1272,157,1115
6863,12,1,0,0,0,0,132,13,119
6864,12,2,1,0,0,0,114,15,99
6865,19,0,0,0,0,0,138,19,119
0,0,0,0,0,0,0,0,0,0
6894,9,2,0,0,0,0,102,11,91
6895,11,2,1,0,0,0,114,14,100
6896,5,0,0,0,0,0,42,5,37
0,0,0,0,0,0,0,0,0,0
6904,119,30,21,6,1,3,1422,180,1242
0,0,0,0,0,0,0,0,0,0
6919,14,1,2,1,1,0,156,19,137
6921,714,100,32,10,10,4,6780,870,5910
6924,13,3,1,0,0,0,126,17,109
6927,8,0,0,0,0,0,96,8,88
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
6961,8,0,0,0,0,0,66,8,58
0,0,0,0,0,0,0,0,0,0
6974,9,1,2,0,0,1,90,13,77
6975,7,1,1,3,0,0,72,12,60
6976,16,2,2,0,0,0,114,20,94
6978,7,1,2,1,0,0,54,11,43
6980,13,1,0,1,0,0,108,15,93
6981,11,4,3,0,0,0,114,18,96
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
7023,396,51,39,12,0,1,4422,499,3923
7026,10,1,1,0,0,0,108,12,96
7027,188,12,10,7,2,1,1818,220,1598
7050,15,0,0,0,0,0,108,15,93
7054,3,1,0,0,0,0,36,4,32
7055,15,2,1,1,0,1,132,20,112
7056,6,1,1,0,0,0,60,8,52
7058,8,1,1,0,0,0,60,10,50
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
7088,4,0,0,0,0,0,36,4,32
0,0,0,0,0,0,0,0,0,0
7120,357,33,25,12,3,4,3546,434,3112
7123,17,2,2,0,0,0,114,21,93
7124,6,1,1,0,0,0,48,8,40
7139,1,0,0,1,0,0,150,2,148
7143,19,3,4,0,0,0,162,26,136
7144,9,1,0,0,0,0,72,10,62
7147,15,4,1,0,0,0,156,20,136
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
7182,101,12,12,0,1,1,1038,127,911
7191,11,2,1,0,0,0,102,14,88
7198,9,1,1,0,0,0,66,11,55
7238,606,58,42,17,8,6,5484,737,4747
7240,7,0,0,0,0,0,60,7,53
7246,8,3,1,0,0,0,72,12,60
7247,7,1,1,0,0,0,78,9,69
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
7373,9,2,1,0,0,1,96,13,83
7377,10,0,0,0,0,0,78,10,68
7382,11,2,1,1,1,0,126,16,110
7383,19,1,1,0,0,0,156,21,135
7384,19,1,1,0,0,0,156,21,135
7387,5,1,1,0,0,0,60,7,53
7390,15,2,1,1,0,0,150,19,131
7391,5,1,0,0,0,0,54,6,48
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8419,6,2,1,1,0,0,66,10,56
0,0,0,0,0,0,0,0,0,0
7438,12,2,2,0,0,0,132,16,116
7454,16,2,1,1,0,0,144,20,124
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
7498,7,0,0,0,0,0,66,7,59
7501,1,1,1,0,0,0,30,3,27
7506,13,3,2,0,0,0,144,18,126
7508,11,4,3,0,0,1,90,19,71
7511,8,1,2,0,0,0,84,11,73
7512,6,0,1,0,0,0,90,7,83
7517,3,0,0,0,0,0,24,3,21
7519,13,4,1,0,0,0,120,18,102
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
7563,231,56,29,10,1,7,2712,334,2378
7568,13,2,1,2,0,0,132,18,114
7569,4,1,1,0,0,1,66,7,59
7575,8,2,1,2,0,0,90,13,77
7578,5,1,1,2,0,0,60,9,51
7579,8,1,2,0,0,0,114,11,103
7580,5,1,1,0,0,0,36,7,29
7586,5,0,0,0,0,0,42,5,37
7588,8,0,0,0,0,0,66,8,58
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
8401,321,44,26,11,5,9,2982,416,2566
7630,5,0,0,0,0,0,48,5,43
7631,105,11,7,3,1,1,1314,128,1186
7652,3,0,1,0,0,0,42,4,38
7654,4,0,1,0,0,0,42,5,37
7655,14,1,0,0,1,0,126,16,110
7656,16,2,1,0,0,0,138,19,119
7657,11,3,2,0,0,0,96,16,80
7668,9,2,0,1,2,1,138,15,123
